POBLACION,CVEGEO
63,"1901900010350014"
25,"1901900010350023"
0,"1901900010350024"
0,
51,"1901900010435017"
0,"1901900010399024"
20,"1901900010399041"
0,"1901900010401002"
80,"1901900010401018"
25,190190001044A026
78,190190001044A016
0,"1901900010365057"
140,"1901900010365064"
0,"1901900010365061"
0,"1901900010365059"
0,"1901900010365060"
0,"1901900010365045"
62,190190001044A036
0,
106,"1903900014642049"
19,"1901900010365051"
0,"1901900010365029"
0,"1901900010365065"
46,"1901900010365053"
4,"1901900010365054"
46,"1901900010401028"
88,"1901900010401024"
75,"1901900010401027"
52,"1901900010401025"
72,"1901900010401026"
91,"1901900010401008"
0,190190001044A004
113,"1901900010473003"
77,"1901900010473008"
3,"1901900010469066"
0,"1901900010469068"
0,"1901900010454013"
29,"1901900010454015"
35,"1901900010454014"
83,"1901900010327040"
69,"1901900010327043"
240,"1901900010327038"
0,"1901900010609006"
48,"1901900010577059"
22,"1901900010577062"
169,"1901900010577005"
0,"1901900010577038"
347,"1901900010577044"
103,"1901900010577006"
0,"1901900010596006"
55,"1901900010488011"
30,"1901900010488040"
74,"1901900010327042"
69,"1901900010577042"
0,"1901900010577001"
455,"1901900010577002"
45,"1901900010577007"
0,"1901900010577016"
0,"1901900010577014"
0,"1901900010577063"
72,"1901900010280001"
90,"1901900010558022"
0,
0,
42,"1901900010539033"
78,"1901900010416032"
0,
201,"1901900010562001"
32,"1901900010238012"
126,"1901900010505023"
165,"1901900010187041"
73,"1901900010187058"
82,"1901900010238005"
78,190190001051A026
137,190190001051A029
87,"1901900010577057"
87,"1901900010577053"
0,"1901900010577004"
334,"1901900010577058"
117,"1901900010026047"
25,"1901900010596001"
0,"1901900010488035"
102,"1901900010488025"
75,"1901900010488038"
421,"1901900010577003"
38,"1901900010577034"
83,"1901900010577039"
273,"1901900010577009"
0,"1901900010543045"
69,"1901900010327012"
0,"1901900010628001"
0,"1901900010331052"
0,"1901900010331030"
0,"1901900010331029"
146,"1901900010327061"
157,"1901900010327050"
271,"1901900010609012"
103,"1901900010327045"
70,"1901900010327046"
77,"1901900010327039"
72,"1901900010492019"
8,"1901900010558002"
155,"1901900010416001"
0,190190001044A019
0,
0,
0,
0,
0,
0,
0,
0,
0,"1901900010365055"
320,190190001044A015
0,190190001044A046
209,190190001044A010
0,"1901900010505038"
60,"1901900010187049"
50,190190001044A008
245,"1901900010469009"
6,"1901900010261052"
9,"1901900010416038"
0,
9,"1901900010223043"
0,"1901900010223054"
0,"1901900010223053"
378,"1901900010492024"
68,"1901900010187039"
72,"1901900010187064"
76,"1901900010187065"
90,"1901900010134034"
20,"1901900010562003"
0,
149,"1901900010261047"
0,
165,"1901900010435033"
0,
0,
0,
0,
12,"1901900010187017"
283,"1901900010187007"
0,
0,"1901900010187006"
0,"1901900010187022"
55,"1901900010187054"
0,
46,"1901900010543046"
86,"1901900010543047"
169,"1901900010581034"
73,"1901900010581033"
60,"1901900010581032"
116,"1901900010581035"
67,"1901900010134031"
39,190190001037A022
0,"1901900010149037"
26,"1901900010543031"
259,"1901900010257015"
531,"1901900010435008"
615,"1901900010473001"
0,
150,"1901900010187005"
67,"1901900010187015"
107,"1901900010187035"
66,"1901900010187021"
76,"1901900010187037"
119,"1901900010187029"
208,"1901900010577017"
50,"1901900010577064"
333,"1901900010488020"
122,"1901900010488041"
0,"1901900010488042"
43,190190001012A016
51,190190001012A031
131,"1901900010134026"
0,"1901900010134035"
0,"1901900010134043"
15,190190001037A044
11,190190001037A047
0,190190001037A023
10,190190001037A043
19,190190001037A040
32,"1901900010187068"
123,"1901900010187046"
8,190190001037A048
57,"1901900010187033"
256,"1901900010469044"
0,"1901900010469043"
6,"1901900010435046"
21,"1901900010435047"
201,"1901900010435042"
12,"1901900010435048"
0,190190001012A005
40,190190001012A006
14,"1901900010134019"
46,"1901900010134045"
137,"1901900010242003"
39,"1901900010204046"
40,"1901900010204014"
30,"1901900010204047"
54,"1901900010204048"
0,"1901900010505002"
6,"1901900010204010"
46,"1901900010204015"
126,"1901900010204009"
0,"1901900010187034"
43,190190001037A049
0,190190001037A051
0,190190001037A050
0,190190001037A052
0,190190001037A053
41,190190001037A016
34,190190001037A010
86,190190001037A006
58,190190001037A001
186,"1901900010435049"
184,190190001044A007
0,190190001044A002
0,190190001044A044
62,"1901900010365032"
155,"1901900010558003"
0,
54,"1901900010613002"
0,"1901900010223045"
57,"1901900010505006"
150,"1901900010505018"
0,
0,
87,"1901900010191027"
23,190190001037A005
74,190190001037A004
43,"1901900010280014"
11,"1901900010558036"
149,"1901900010280041"
281,"1901900010261002"
0,"1901900010257024"
0,"1901900010257001"
319,"1901900010350002"
50,"1901900010261004"
146,"1901900010505016"
280,"1901900010204043"
9,"1901900010204050"
765,"1901900010191019"
213,"1901900010187028"
28,190190001037A003
51,190190001037A029
3,190190001037A028
173,"1901900010420034"
0,
40,"1901900010420022"
376,"1901900010187020"
144,"1901900010280036"
343,"1901900010191001"
28,"1901900010331054"
0,"1901900010331026"
5,"1901900010261062"
28,"1901900010261049"
32,"1901900010435034"
865,"1901900010435001"
36,"1901900010420035"
25,"1901900010420037"
38,"1901900010420036"
20,"1901900010420008"
29,"1901900010420014"
35,"1901900010420013"
43,"1901900010420015"
51,"1901900010280043"
316,190190001051A017
94,"1901900010280017"
0,
0,"1901900010312023"
0,"1901900010312020"
86,"1901900010011039"
0,"1901900010399034"
0,"1901900010399035"
0,"1901900010399038"
0,"1901900010261039"
0,"1901900010261027"
125,"1901900010581010"
333,"1901900010420009"
79,"1901900010420032"
58,"1901900010420039"
3,"1901900010454020"
0,"1901900010454021"
138,"1901900010558014"
0,"1901900010454018"
58,"1901900010280045"
201,"1901900010420025"
72,"1901900010581036"
0,"1901900010581007"
0,"1901900010331028"
69,"1901900010331057"
49,190190001012A032
48,190190001012A029
106,"1901900010505007"
60,190190001051A046
84,"1901900010280020"
108,"1901900010280033"
59,"1901900010420016"
31,190190001051A047
42,190190001051A044
37,"1901900010187011"
178,"1901900010505004"
9,"1901900010365058"
0,"1901900010365056"
51,"1901900010280018"
50,"1901900010280063"
303,"1901900010187045"
679,"1901900010187067"
252,190190001051A027
14,"1901900010420033"
133,"1901900010420004"
0,"1901900010454001"
6,"1901900010401016"
55,"1901900010401007"
71,"1901900010401029"
58,"1901900010401015"
68,"1901900010401014"
93,"1901900010505001"
25,"1901900010149028"
45,"1901900010149019"
29,"1901900010149018"
50,"1901900010149026"
0,"1901900010543008"
91,"1901900010543022"
0,
0,
55,"1901900010261041"
33,"1901900010261033"
25,"1901900010261007"
25,"1901900010261018"
53,"1901900010261006"
191,"1901900010261017"
522,"1901900010242013"
18,"1901900010384021"
0,
0,
0,
0,
72,"1901900010539001"
0,
0,"1901900010172033"
0,"1901900010384002"
0,"1901900010384001"
44,"1901900010098018"
51,"1901900010261015"
48,"1901900010384014"
30,"1901900010384015"
382,"1901900010384012"
0,
0,
0,
0,
0,
6,190190001044A032
0,"1901900010435032"
65,"1901900010435040"
117,"1901900010435041"
24,"1901900010261054"
113,"1901900010469056"
13,"1901900010473002"
36,"1901900010473005"
247,"1901900010191014"
31,"1901900010416004"
67,"1901900010577061"
0,"1901900010609008"
0,"1901900010609002"
0,
119,"1901900010469003"
22,"1901900010454009"
0,
0,
0,
0,"1901900010577030"
0,190190001044A042
0,190190001044A043
0,190190001044A005
0,
0,
0,
0,
0,
0,
0,
95,"1901900010261001"
37,"1901900010488001"
74,"1901900010539008"
0,
0,"1901900010577049"
0,"1901900010577031"
346,"1901900010577008"
0,190190001037A027
136,"1901900010488030"
0,"1901900010577055"
0,"1901900010488014"
411,"1901900010469002"
0,
75,"1901900010187027"
0,
0,
0,
261,"1901900010416027"
0,
64,"1903900014642050"
170,"1901900010280021"
99,"1901900010280026"
48,"1901900010454019"
37,"1901900010558023"
29,"1901900010558037"
6,"1901900010558032"
2,"1901900010558033"
26,"1901900010558027"
15,"1901900010558028"
65,"1901900010558034"
0,"1901900010558042"
