CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,PRO_OCUP_C,PROM_OCUP,OCUPVIVPAR,VPH_TV,VPH_RADIO,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,area
"1901900010558003","19","019","0001","0558","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","3","94","51","43",*,*,"0","92","49","43","91","48","43","84","46","38","81","44","37","79","43","36","3",*,*,"5",*,"3","7","3","4","3",*,*,*,*,*,"14","10","4","26","18","8","10","84.31","13","72","9","43","27","33","17","27","4","12","0.43","3.48","94","27","19","27","27","27","27","26","25","0","0","0","0","72739"
"1901900010168017","19","019","0001","0168","017",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0168","17","27","18","9","0","0","0","27","18","9","27","18","9","27","18","9","25","17","8","24","17","7","0","0","0","0","0","0",*,*,*,*,*,*,*,"0",*,"7","5",*,"11","9","5","4","50",*,"19","6","9","7","9","7","7",*,"0","0.63","3.86","27","7","5","6","7","7","7","7","3","0","0","0","0","12011"
"1901900010098024","19","019","0001","0098","024",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0098","24","37","18","19","0","0","0","37","18","19","37","18","19","35","18","17","33","18","15","31","17","14",*,"0",*,*,"0",*,"3","0","3",*,"0",*,*,*,*,"6","4",*,"10","16","8","8","105.56","4","19","14","13","13","13","13","13","0","0","0.4","2.85","37","13","6","13","12","13","13","12","5","0","0","0","0","9275"
"1901900010098008","19","019","0001","0098","008",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0098","8","42","23","19","3",*,*,"39","22","17","36","21","15","34","21","13","33","20","13","32","20","12","3",*,*,*,"0",*,*,*,*,*,*,"0",*,"0",*,"3",*,*,"12","8","5","3","82.61","9","25","8","12","9","11","8","9","3","0","0.64","4.67","42","9","7","9","9","9","9","8","7","0","0","0","0","25671"
"1901900010558031","19","019","0001","0558","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","31","137","75","62","6","5",*,"131","70","61","130","69","61","123","66","57","119","62","57","110","59","51",*,*,*,"6","3","3","9","6","3","4","4","0","9","3","6","20","11","9","46","17","8","9","82.67","18","108","11","39","39","24","24","39","0","0","0.52","3.51","137","39","22","39","38","39","39","38","39","0","0","0","0","1170349"
"1901900010098013","19","019","0001","0098","013",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0098","13","18","14","4","0","0","0","18","14","4","18","14","4","18","14","4","18","14","4","18","14","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","14","3","28.57","0",*,"16","6","5","5","4","4",*,"0","0.25","1.75","7","4",*,*,"4","4","3","4","0","0","0",*,"0","11152"
"1901900010420005","19","019","0001","0420","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0420","5","33","23","10","3",*,*,"30","21","9","30","21","9","28","19","9","28","19","9","28","19","9","0","0","0",*,*,"0",*,*,"0","0","0","0","0","0","0",*,*,"0","10","14","9","5","43.48","5","16","12","10","10","8","8","10","0","0","0.4","3.3","33","10","10","9","9","10","10","10","5","0","0","0","0","28388"
"1901900010416001","19","019","0001","0416","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0416","1","177","97","80","4",*,*,"173","95","78","171","94","77","159","86","73","146","81","65","136","74","62",*,*,*,"12","8","4","23","11","12","13","5","8","10","7","3","36","20","16","57","24","11","13","82.47","31","123","23","45","44","40","39","44",*,"0","0.56","4.02","177","44","41","44","44","44","44","41","40","0","0","0","0","156035"
"1901900010399038","19","019","0001","0399","038",Urbana,Camellón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1323"
"1901900010384008","19","019","0001","0384","008",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0384","8","14","7","7",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,"7","4",N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,"14793"
"1901900010331019","19","019","0001","0331","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","19","269","146","123","15","8","7","254","138","116","248","137","111","224","122","102","213","113","100","199","106","93","10","5","5","20","11","9","27","18","9","11","9",*,"14","7","7","27","15","12","70","53","29","24","84.25","56","178","35","76","73","74","71","73",*,*,"0.77","3.68","269","71","58","44","64","67","66","38","32","0",*,"7","0","8644"
"1901900010331018","19","019","0001","0331","018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","18","362","181","181","20","10","10","342","171","171","335","167","168","302","155","147","286","146","140","273","140","133","13","7","6","27","9","18","38","17","21","16","9","7","13","6","7","45","22","23","90","65","32","33","100","76","256","30","100","94","96","90","94","6","0","0.82","3.85","362","90","74","49","69","88","81","50","36",*,*,"10",*,"9437"
"1901900010327030","19","019","0001","0327","030",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0327","30","134","65","69",*,"0",*,"133","65","68","130","62","68","120","56","64","115","54","61","112","53","59","6","4",*,"7","5",*,"11","6","5","5",*,"3","3",*,*,"19","8","11","31","31","18","13","106.15","19","101","14","42","38","39","35","38","4","0","0.78","3.53","134","38","26","22","25","38","28","21","18","0","0","7","0","4817"
"1901900010280020","19","019","0001","0280","020",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0280","20","107","50","57","3","0","3","78","38","40","76","37","39","72","34","38","70","32","38","68","30","38","3",*,*,"3",*,*,"4","4","0",*,*,"0",*,*,"0","14","8","6","23","10","5","5","114","11","65","5","34","32","29","27","32",*,"0","0.62","3.34","107","27","24","27","25","27","27","22","21","0","0","0","0","12596"
"1901900010261004","19","019","0001","0261","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0261","4","54","36","18",*,"0",*,"53","36","17","51","34","17","46","31","15","45","30","15","42","28","14","4","3",*,"3",*,*,*,*,"0",*,*,"0","3",*,*,"5","5","0","19","15","9","6","50","9","34","11","13","13","12","12","13","0","0","0.6","4.15","54","13","9","12","12","13","12","10","9","0","0",*,"0","9987"
"1901900010312020","19","019","0001","0312","020",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41900"
"1901900010331044","19","019","0001","0331","044",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0331","44","229","117","112","10","8",*,"219","109","110","215","108","107","192","98","94","181","93","88","171","88","83","6",*,"4","21","9","12","26","11","15","11","5","6","10","5","5","31","10","21","57","39","19","20","95.73","48","161","20","57","56","52","51","56","0",*,"0.85","4.09","229","55","38","35","46","54","52","30","25",*,"0","3","0","5888"
"1901900010312010","19","019","0001","0312","010",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0312","10","221","119","102","11","6","5","210","113","97","204","108","96","175","90","85","165","85","80","153","80","73","9","6","3","26","17","9","24","12","12","10","5","5","12","5","7","32","17","15","58","30","17","13","85.71","56","149","16","45","42","43","40","42",*,*,"1.1","5.26","221","41","25","8","24","38","28","14","7",*,*,"14","0","6288"
"1901900010280010","19","019","0001","0280","010",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0280","10","160","85","75",*,*,"0","101","55","46","97","52","45","89","48","41","85","45","40","83","44","39","4","3",*,"8","4","4","10","7","3","4","3",*,*,*,*,"13","10","3","28","21","11","10","88.24","18","71","14","37","37","24","24","37","0","0","0.67","4.32","160","24","21","23","22","24","24","21","14","0","0","0","0","48180"
"1901900010242011","19","019","0001","0242","011",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","11","36","14","22","0","0","0","36","14","22","33","14","19","30","12","18","29","12","17","28","12","16","3","0","3","3",*,*,"3",*,*,*,"0",*,*,"0",*,*,*,*,"6","12","5","7","157.14","7","20","9","12","11","12","11","11",*,"0","0.62","3.27","36","11","8","10","11","10","11","10","9","0","0","0","0","10304"
"1901900010223007","19","019","0001","0223","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0223","7","41","23","18",*,"0",*,"36","21","15","36","21","15","36","21","15","36","21","15","34","19","15","0","0","0","0","0","0","0","0","0","0","0","0",*,*,"0","5",*,"3","9","12","9","3","78.26",*,"25","11","12","12","11","11","12","0","0","0.52","3.42","41","11","10","9","11","11","11","11","8","0","0","0","0","6162"
"1901900010505011","19","019","0001","0505","011",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0505","11","107","47","60","6","5",*,"101","42","59","95","38","57","88","37","51","86","37","49","84","37","47","8","4","4","5",*,"4","6",*,"5",*,"0",*,*,"0",*,"15","4","11","18","20","11","9","127.66","21","68","18","33","29","23","19","29","4","0","0.58","3.69","107","29","25","29","29","29","29","24","24","0","0","0","0","17805"
"1901900010204037","19","019","0001","0204","037",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0204","37","56","28","28",*,"0",*,"55","28","27","54","27","27","44","21","23","38","17","21","37","17","20",*,*,*,"9","6","3","14","10","4","6","4",*,*,"0",*,*,"0",*,"9","5","3",*,"100","18","34","4","18","18","16","16","18","0","0","0.53","3.11","56","18","15","17","17","18","18","15","13","0","0","0","0","2903"
"1901900010204036","19","019","0001","0204","036",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0204","36","28","13","15","0","0","0","28","13","15","28","13","15","23","12","11","21","12","9","20","11","9","0","0","0","5",*,"4","7",*,"6",*,"0",*,*,*,"0",*,"0",*,"8","5","3",*,"115.38","7","18","3","10","10","10","10","10","0","0","0.56","2.8","28","10","6","8","9","10","10","9","7","0","0","0","0","1236"
"1901900010187061","19","019","0001","0187","061",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0187","61","19","13","6","0","0","0","19","13","6","18","13","5","16","11","5","16","11","5","16","11","5",*,*,*,*,*,"0",*,*,"0","0","0","0","0","0","0","4","3",*,"9","3",*,*,"46.15","3","14",*,"4","4",*,*,"4","0","0","0.7","4.75","19","4",*,"4","3","4","4",*,"3","0","0","0","0","5182"
"1901900010172029","19","019","0001","0172","029",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0172","29","52","28","24","0","0","0","52","28","24","50","26","24","41","23","18","41","23","18","41","23","18","3",*,*,"8","3","5","4",*,*,"0","0","0","0","0","0","10","4","6","13","14","7","7","85.71","11","29","12","17","13","15","11","13","3",*,"0.5","4","52","13","7","13","13","12","12","11","9","0","0","0","0","30002"
"1901900010172028","19","019","0001","0172","028",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0172","28","65","36","29",*,"0",*,"63","36","27","62","35","27","59","34","25","55","31","24","50","29","21",*,*,"0","3",*,*,"6","4",*,"4","3",*,"5",*,"3","9","7",*,"22","12","6","6","80.56","10","45","10","19","17","18","16","17",*,"0","0.6","3.82","65","17","11","15","17","17","17","13","13","0","0","0","0","40138"
"1901900010168019","19","019","0001","0168","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0168","19","32","21","11",*,*,"0","30","19","11","30","19","11","26","17","9","26","17","9","25","17","8",*,*,"0","3",*,*,"3",*,*,"0","0","0",*,"0",*,*,"0",*,"8","7","6",*,"52.38","6","21","5","14","10","14","10","10","4","0","0.43","3.2","32","10","7","9","10","9","10","8","8","0","0","0","0","21967"
"1901900010149030","19","019","0001","0149","030",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0149","30","6",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1","1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"7353"
"1901900010100034","19","019","0001","0100","034",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0100","34","33","17","16","0","0","0","33","17","16","33","17","16","27","14","13","26","14","12","25","13","12","0","0","0","6","3","3","7","3","4",*,"0",*,*,*,"0",*,*,"0","8","9","4","5","94.12","7","20","6","10","10","8","8","10","0","0","0.58","3.3","33","9","8","9","9","10","9","9","7",*,"0",*,"0","3569"
"1901900010100033","19","019","0001","0100","033",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0100","33","54","27","27","3",*,*,"51","25","26","50","25","25","45","23","22","42","23","19","42","23","19",*,"0",*,"5",*,"3","8",*,"6","3","0","3","0","0","0","7","5",*,"12","15","8","7","100","12","29","13","16","14","13","11","14",*,*,"0.55","3.86","54","14","11","14","13","14","14","11","11","0","0","0","0","7981"
"1901900010098012","19","019","0001","0098","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0098","12","27","17","10","0","0","0","27","17","10","27","17","10","27","17","10","27","17","10","25","16","9","0","0","0","0","0","0","0","0","0","0","0","0",*,*,*,"8","7",*,"11","8","4","4","58.82","0","19","8","10","9","10","9","9",*,"0","0.51","3","27","9","7","7","8","8","8","9","7","0","0",*,"0","7465"
"1901900010079001","19","019","0001","0079","001",Urbana,Parque o Jardín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8727"
"1901900010064044","19","019","0001","0064","044",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0064","44","69","27","42","0","0","0","69","27","42","66","26","40","60","24","36","58","23","35","56","23","33","3",*,*,"6",*,"4","6",*,"4",*,*,*,*,"0",*,"18","6","12","16","8","4","4","155.56","11","51","7","22","19","21","18","19",*,*,"0.57","3.63","69","19","18","19","18","19","19","19","18","0","0","0","0","9614"
"1901900010064043","19","019","0001","0064","043",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0064","43","46","28","18","4","3",*,"42","25","17","42","25","17","36","22","14","35","22","13","35","22","13",*,*,"0","5",*,"3","5",*,"3",*,"0",*,"0","0","0","4","3",*,"18",*,*,"0","64.29","11","34",*,"19","15","18","14","15","3",*,"0.49","3.07","46","15","13","13","12","15","15","12","13","0","0","0","0","8147"
"1901900010064012","19","019","0001","0064","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0064","12","66","37","29","4","0","4","62","37","25","59","37","22","52","32","20","50","31","19","49","30","19","4","0","4","6","5",*,"6","4",*,*,*,*,*,*,"0","6","3","3","18","15","9","6","78.38","16","36","14","19","18","19","18","18",*,"0","0.55","3.67","66","18","15","15","17","17","16","17","14","0","0",*,"0","6789"
190190001005A006,"19","019","0001",005A,"006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,005A,"6","32","20","12",*,*,"0","31","19","12","30","18","12","29","17","12","27","16","11","26","15","11",*,*,"0",*,*,"0",*,*,*,*,*,*,*,*,"0","3",*,*,"7","9","5","4","60","5","18","9","13","13","11","11","13","0","0","0.4","2.46","32","13","7","12","12","13","12","10","9","0","0","0","0","5798"
190190001005A005,"19","019","0001",005A,"005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,005A,"5","48","23","25","0","0","0","48","23","25","48","23","25","45","21","24","45","21","24","45","21","24",*,*,*,*,*,"0",*,*,"0","0","0","0","0","0","0","3",*,*,"9","18","9","9","108.7","3","29","16","16","15","10","9","15",*,"0","0.47","3.2","48","15","11","14","15","14","15","12","11","0","0","0","0","8367"
"1901900010026045","19","019","0001","0026","045",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0026","45","106","48","58","7",*,"5","99","46","53","96","45","51","90","42","48","84","41","43","81","40","41","5",*,"3","4",*,*,"10","3","7","6",*,"5","3",*,*,"8",*,"6","15","27","16","11","120.83","22","62","22","28","27","27","26","27",*,"0","0.94","3.93","106","24","15","10","11","23","15","10","5","3","3","12",*,"3503"
"1901900010011041","19","019","0001","0011","041",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","41","152","76","76","9","3","6","143","73","70","136","70","66","120","59","61","113","56","57","107","54","53","8","3","5","15","11","4","20","13","7","7","3","4","6",*,"4","25","14","11","41","16","10","6","100","39","98","15","35","31","34","30","31","3",*,"1.06","4.9","152","29","26","10","15","28","18","7","6","0",*,"12","0","4786"
"1901900010011040","19","019","0001","0011","040",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","40","191","95","96","6",*,"4","185","93","92","177","89","88","161","75","86","142","67","75","129","62","67","9","5","4","15","13",*,"29","17","12","19","8","11","13","5","8","26","9","17","47","18","9","9","101.05","49","131","11","47","41","45","39","41","5",*,"1.1","4.66","191","41","33","16","23","38","28","17","3","0",*,"13","0","5440"
"1901900010011039","19","019","0001","0011","039",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","39","68","29","39",*,*,"0","66","27","39","63","27","36","50","21","29","44","19","25","41","18","23","6","3","3","10","3","7","11","4","7","6",*,"4","3",*,*,"5",*,"3","11","6","4",*,"134.48","24","42",*,"16","12","16","12","12","3",*,"1.26","5.67","68","12","9",*,"9","10","8","5","3","0","0","4","0","8187"
"1901900010577061","19","019","0001","0577","061",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","61","106","59","47","3",*,*,"103","57","46","100","57","43","90","53","37","90","53","37","83","50","33","4",*,"3","9","3","6","6",*,"5","0","0","0","7","3","4","16","9","7","36","16","12","4","79.66","16","77","13","38","37","21","20","37",*,"0","0.5","2.86","106","36","24","32","28","36","33","21","27","0",*,"3","0","7759"
"1901900010558042","19","019","0001","0558","042",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","42","5",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1","1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"3035"
"1901900010539007","19","019","0001","0539","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0539","7","53","23","30","4","3",*,"49","20","29","49","20","29","47","19","28","46","19","27","45","18","27",*,"0",*,*,*,"0",*,"0",*,*,"0",*,*,*,"0","12",*,"10","14","7","3","4","130.43","7","43","3","24","18","22","16","18","3","3","0.65","2.94","53","15","11","13","9","17","15","8","12",*,"0",*,"0","3096"
190190001051A030,"19","019","0001",051A,"030",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,051A,"30","4",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"4","2",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"6314"
"1901900010505007","19","019","0001","0505","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0505","7","96","50","46","0","0","0","96","50","46","95","50","45","87","46","41","83","46","37","78","43","35",*,*,*,"7","3","4","10",*,"8","4","0","4","5","3",*,"15","8","7","27","21","10","11","92","13","69","14","23","23","14","14","23","0","0","0.46","4.17","96","23","22","23","23","23","23","23","22","0","0","0","0","41981"
"1901900010469004","19","019","0001","0469","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0469","4","83","49","34",*,*,"0","81","47","34","79","47","32","72","44","28","66","42","24","60","40","20","3","0","3","6","3","3","9","3","6","6",*,"4","6",*,"4","10","9",*,"35","8","4","4","69.39","17","60","6","21","20","19","18","20",*,"0","0.61","4.15","83","20","13","19","19","20","20","13","17","0","0","0","0","6842"
"1901900010435025","19","019","0001","0435","025",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0435","25","152","69","83","4",*,*,"148","67","81","144","66","78","137","66","71","133","63","70","130","61","69","6",*,"5","5","0","5","8","3","5","4","3",*,"3",*,*,"21","10","11","43","18","7","11","120.29","19","120","13","52","49","47","44","49","3","0","0.51","3.1","152","49","35","48","42","48","48","39","44","0","0",*,"0","9713"
"1901900010420035","19","019","0001","0420","035",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0420","35","28","16","12","0","0","0","28","16","12","28","16","12","28","16","12","28","16","12","28","16","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",*,*,"8","11","6","5","75","0","21","7","9","8","8","7","8",*,"0","0.45","3.5","28","8","8","8","8","7","8","8","8","0","0","0","0","6230"
"1901900010219038","19","019","0001","0219","038",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","38","60","26","34","4",*,*,"56","24","32","53","24","29","52","24","28","52","24","28","51","23","28","3","0","3",*,"0",*,"0","0","0","0","0","0",*,*,"0","9","3","6","11","15","7","8","130.77","8","42","10","16","16","14","14","16","0","0","0.49","3.75","60","16","14","15","14","16","16","14","15","0","0","0","0","9378"
"1901900010204028","19","019","0001","0204","028",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0204","28","8","5","3","0","0","0","8","5","3","8","5","3","8","5","3","8","5","3","8","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",*,"0",*,*,"4","3",*,"60","0","5","3","6","6","4","4","6","0","0","0.26","1.33","8","6",*,"4","5","6","6","4","4","0","0","0","0","5844"
"1901900010204012","19","019","0001","0204","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0204","12","63","34","29","0","0","0","63","34","29","63","34","29","57","33","24","56","33","23","53","30","23",*,"0",*,"5",*,"4","4",*,"3",*,"0",*,"3","3","0","8","5","3","21","15","10","5","85.29","7","44","12","20","16","20","16","16","4","0","0.68","3.94","63","16","14","16","15","16","16","15","12","0","0","0","0","12822"
"1901900010153004","19","019","0001","0153","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0153","4","18","11","7","0","0","0","18","11","7","18","11","7","18","11","7","18","11","7","15","8","7","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0",*,"0",*,"6","8","4","4","63.64","0","18","0","8","7","7","6","7",*,"0","0.42","2.57","18","7","6","7","7","7","7","7","5","0","0","0","0","7319"
"1901900010149001","19","019","0001","0149","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0149","1","3",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1","1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"6925"
"1901900010115028","19","019","0001","0115","028",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0115","28","62","31","31",*,"0",*,"61","31","30","60","30","30","54","27","27","52","27","25","47","24","23",*,*,"0","6","3","3","5",*,"4",*,"0",*,"5","3",*,"7","3","4","12","13","10","3","100","10","41","11","18","14","14","10","14","4","0","0.83","4.43","62","14","9","6","11","11","10","8",*,"0",*,"4","0","7835"
