CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,PRO_OCUP_C,PROM_OCUP,OCUPVIVPAR,VPH_TV,VPH_RADIO,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,area
"1901900010011009","19","019","0001","0011","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","9","156","78","78","7","3","4","149","75","74","145","72","73","131","63","68","123","57","66","119","57","62","7","5",*,"11","7","4","14","8","6","8","6",*,"4","0","4","25","9","16","31","31","19","12","100","33","107","16","40","37","39","36","37",*,*,"0.88","4.22","156","35","33","9","21","32","24","5","10","0","0","12","0","4338"
"1901900010011008","19","019","0001","0011","008",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","8","182","92","90","9","5","4","173","87","86","166","81","85","148","72","76","141","69","72","129","62","67","9","7",*,"16","8","8","20","10","10","7","3","4","12","7","5","28","10","18","42","30","18","12","97.83","41","120","21","44","42","41","39","42",*,*,"0.92","4.33","182","41","33","15","26","37","31","9","6","0",*,"11","0","4401"
"1901900010011007","19","019","0001","0011","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","7","137","77","60","7","4","3","130","73","57","126","70","56","109","58","51","105","55","50","100","51","49","6","5",*,"15","10","5","14","9","5","4","3",*,"5","4",*,"12","6","6","27","32","17","15","77.92","32","85","20","33","33","32","32","33","0","0","0.82","4.15","137","33","24","10","24","28","24","5","6","0",*,"9","0","4420"
"1901900010011006","19","019","0001","0011","006",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","6","78","39","39",*,"0",*,"77","39","38","74","37","37","66","32","34","62","28","34","58","27","31","4","3",*,"7","4","3","8","7",*,"4","4","0","4",*,"3","8",*,"6","15","8","4","4","100","16","56","6","17","15","15","13","15","0",*,"1.11","5.2","78","15","8","4","10","11","10","3",*,"0",*,"5","0","2035"
"1901900010011005","19","019","0001","0011","005",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","5","197","97","100","9","5","4","188","92","96","182","89","93","157","79","78","150","77","73","139","69","70","9","5","4","22","8","14","21","7","14","7",*,"5","11","8","3","21","8","13","49","30","17","13","103.09","47","125","25","50","49","47","46","49",*,"0","1.03","4.02","197","48","28","17","31","41","33","19","5","0","4","13","0","5100"
"1901900010011004","19","019","0001","0011","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","4","164","84","80",*,*,"0","162","82","80","158","79","79","142","72","70","138","69","69","133","67","66","9","5","4","11","5","6","10","6","4","4","3",*,"5",*,"3","20","10","10","37","44","24","20","95.24","26","105","33","41","38","39","36","38",*,*,"0.86","4.32","164","37","26","9","22","32","23","19","7","0","0","15","0","4792"
"1901900010011003","19","019","0001","0011","003",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10396"
"1901900010011001","19","019","0001","0011","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0011","1","151","84","67","3",*,*,"148","83","65","140","79","61","122","68","54","111","63","48","108","61","47","11","6","5","15","9","6","21","13","8","11","5","6","3",*,*,"18","8","10","40","29","17","12","79.76","40","89","22","36","35","36","35","35","0",*,"0.96","4.31","151","32","25","5","20","23","20","5","3","3","5","14","0","4710"
"1901900010543037","19","019","0001","0543","037",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5826"
"1901900010539031","19","019","0001","0539","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0539","31","108","57","51",*,*,"0","107","56","51","107","56","51","92","49","43","90","47","43","87","46","41",*,*,"0","13","5","8","12","7","5",*,*,"0","3",*,*,"14","5","9","25","26","11","15","89.47","18","78","12","39","31","37","29","31","4","4","0.9","3.48","108","29","26","22","20","30","28","9","15","0","0",*,"0","6087"
"1901900010064004","19","019","0001","0064","004",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0064","4","181","90","91","6","3","3","173","86","87","170","83","87","156","78","78","151","77","74","146","75","71","4","3",*,"13","5","8","13",*,"11","5",*,"4","5",*,"3","17","8","9","52","29","16","13","101.11","28","129","22","67","62","63","58","62","5","0","0.49","2.92","181","62","51","57","57","61","61","50","35","0","0",*,"0","29013"
"1901900010365051","19","019","0001","0365","051",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0365","51","20","8","12",*,"0",*,"19","8","11","19","8","11","16","8","8","16","8","8","16","8","8","0","0","0","3","0","3",*,"0",*,"0","0","0","0","0","0","5",*,"4","5","3",*,*,"150","4","13","3","10","7","8","5","7",*,*,"0.67","2.86","20","7","7","6","5","7","7","6","7","0","0","0","0","125138"
"1901900010401024","19","019","0001","0401","024",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0401","24","80","40","40","4","4","0","76","36","40","74","36","38","61","28","33","59","26","33","51","23","28","4",*,*,"11","6","5","9","5","4",*,*,"0","8","3","5","14","7","7","20","6","3","3","100","21","57",*,"16","16","15","15","16","0","0","1.04","5","80","16","11","6","6","15","6","3",*,"0",*,"7","0","1453"
"1901900010242003","19","019","0001","0242","003",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","3","331","176","155","4",*,"3","326","174","152","316","169","147","292","159","133","279","152","127","268","144","124","11","6","5","23","9","14","29","13","16","13","7","6","11","8","3","50","23","27","92","80","44","36","88.07","51","221","58","101","94","65","58","94","7","0","0.54","3.52","331","93","59","89","89","93","94","79","74",*,"0","0","0","44939"
"1901900010384013","19","019","0001","0384","013",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0384","13","163","96","67",*,*,"0","142","85","57","139","84","55","128","79","49","118","74","44","110","69","41","4",*,*,"10","4","6","16","8","8","10","5","5","8","5","3","15","9","6","50","32","19","13","69.79","26","95","23","47","38","40","31","38","9","0","0.71","4.29","163","30","20","30","30","29","30","25","23",*,"0",*,"0","261950"
"1901900010401008","19","019","0001","0401","008",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0401","8","73","36","37","6","3","3","67","33","34","65","33","32","57","29","28","53","27","26","47","25","22","3","0","3","7","4","3","9","5","4","4",*,*,"6",*,"4","7","5",*,"21","6","3","3","102.78","20","50","3","23","19","21","17","19","3",*,"1.07","3.84","73","18","13","7","9","19","11","5",*,*,"0","6","0","4008"
"1901900010365031","19","019","0001","0365","031",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0365","31","109","58","51","3",*,*,"106","57","49","104","56","48","94","51","43","93","50","43","87","47","40","4",*,*,"8","4","4","7","4","3",*,*,"0","6","3","3","19","13","6","37","13","7","6","87.93","16","84","9","35","35","18","18","35","0","0","0.55","3.11","109","34","24","34","28","35","35","24","29","0","0","0","0","5379"
190190001044A016,"19","019","0001",044A,"016",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,044A,"16","44","26","18",*,*,"0","43","25","18","43","25","18","42","25","17","41","25","16","38","23","15","0","0","0",*,"0",*,*,"0",*,*,"0",*,"3",*,*,"8","6",*,"16","9","4","5","69.23","3","33","8","12","12","10","10","12","0","0","0.45","3.67","44","11","10","12","12","12","12","11","12",*,"0","0","0","17827"
190190001044A047,"19","019","0001",044A,"047",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,044A,"47","29","15","14","0","0","0","29","15","14","29","15","14","25","13","12","25","13","12","24","13","11","0","0","0","4",*,*,"3",*,*,"0","0","0",*,"0",*,*,*,*,"10","5",*,"3","93.33","4","22","3","9","9","8","8","9","0","0","0.56","3.22","29","9","8","9","8","9","9","8","7","0","0","0","0","6261"
"1901900010539009","19","019","0001","0539","009",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0539","9","175","80","95","10","6","4","165","74","91","161","72","89","145","64","81","136","60","76","128","58","70","8","4","4","12","6","6","13","6","7","9","4","5","8",*,"6","27","9","18","31","22","16","6","118.75","39","119","17","46","36","42","32","36","10","0","0.94","4.86","175","35","24","19","22","33","23","13","7","0",*,"10","0","14564"
"1901900010609008","19","019","0001","0609","008",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26650"
"1901900010609007","19","019","0001","0609","007",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0609","7","142","67","75","5",*,"3","137","65","72","134","64","70","120","59","61","114","56","58","105","53","52","5",*,"4","12","5","7","13","7","6","6","3","3","9","3","6","25","11","14","39","10","6","4","111.94","28","107","7","36","35","36","35","35","0",*,"0.98","4.06","142","32","26","23","28","35","31","19","11","0","0","3","0","3561"
"1901900010581036","19","019","0001","0581","036",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","36","70","36","34",*,*,"0","69","35","34","69","35","34","62","32","30","58","30","28","52","27","25",*,*,*,"5",*,"3","7","3","4","4",*,*,"6","3","3","10","6","4","20","14","7","7","94.44","12","46","12","21","19","14","12","19",*,"0","0.76","3.68","70","18","10","14","15","18","16","10","7",*,"0","3","0","2048"
"1901900010581021","19","019","0001","0581","021",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","21","78","41","37",*,"0",*,"77","41","36","74","38","36","66","34","32","65","34","31","64","33","31","5","4",*,"6","3","3","6","3","3",*,"0",*,*,*,"0","8","4","4","15","24","14","10","90.24","13","50","15","20","19","19","18","19",*,"0","0.77","4.11","78","19","12","9","13","16","13","11","3","0","0","4","0","3351"
"1901900010581020","19","019","0001","0581","020",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","20","109","62","47","7",*,"5","102","60","42","97","57","40","82","49","33","79","48","31","74","46","28","7","5",*,"13","6","7","11","4","7","3",*,*,"5",*,"3","11","7","4","30","18","12","6","75.81","30","61","18","28","23","27","22","23","5","0","1.11","4.74","109","23","19","9","12","20","16","11","3","0",*,"5","0","3493"
"1901900010581019","19","019","0001","0581","019",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","19","99","50","49","6",*,"4","93","48","45","90","47","43","82","43","39","80","41","39","76","39","37","6",*,"4","5","3",*,"6","4",*,*,*,"0","4",*,*,"15","7","8","30","15","8","7","98","19","71","9","21","19","16","14","19",*,"0","1.02","5.21","99","18","10","11","13","19","15","8","4",*,"0","4","0","3070"
"1901900010581018","19","019","0001","0581","018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","18","78","38","40","3","3","0","75","35","40","74","35","39","66","30","36","64","30","34","60","29","31",*,"0",*,"8","5","3","7",*,"5",*,"0",*,"4",*,"3","7",*,"6","18","24","12","12","105.26","14","41","23","29","21","26","18","21","6",*,"0.69","3.71","78","20","12","9","16","17","16","12","7",*,"0","4","0","3736"
"1901900010581017","19","019","0001","0581","017",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","17","123","57","66",*,"0",*,"121","57","64","119","56","63","109","50","59","105","47","58","103","47","56","4",*,"3","8","6",*,"7","4","3","4","3",*,*,"0",*,"20","9","11","27","27","13","14","115.79","18","86","19","32","28","27","23","28","4","0","0.84","4.39","123","26","15","11","23","21","21","16","6","0","0","7","0","6725"
"1901900010581016","19","019","0001","0581","016",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0581","16","80","43","37",*,*,*,"78","42","36","75","41","34","72","38","34","69","35","34","68","35","33","3",*,*,"3","3","0","5","5","0","3","3","0",*,"0",*,"12","8","4","21","20","10","10","86.05","11","57","12","21","20","18","17","20",*,"0","0.78","4","80","20","17","13","17","18","17","10","8","0","0",*,"0","2673"
"1901900010577053","19","019","0001","0577","053",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","53","86","46","40","5","4",*,"81","42","39","78","41","37","71","36","35","70","36","34","70","36","34","4",*,"3","6","5",*,"5","3",*,*,"0",*,"0","0","0","21","9","12","27","7","5",*,"86.96","16","64","6","32","29","31","28","29","3","0","0.47","2.97","86","29","18","27","21","29","29","23","28","0","0","0","0","5395"
"1901900010577052","19","019","0001","0577","052",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","52","58","28","30","4",*,*,"54","26","28","53","25","28","52","24","28","49","21","28","47","21","26",*,*,"0","0","0","0","3","3","0","3","3","0",*,"0",*,"11","5","6","20",*,"0",*,"107.14","9","48",*,"22","20","21","19","20",*,"0","0.45","2.9","58","20","13","20","16","20","20","10","18","0","0","0","0","2344"
"1901900010577051","19","019","0001","0577","051",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","51","68","29","39","0","0","0","68","29","39","68","29","39","65","28","37","65","28","37","64","28","36","0","0","0","3",*,*,*,*,"0","0","0","0",*,"0",*,"17","11","6","24","5",*,"4","134.48","3","63",*,"22","20","21","19","20",*,*,"0.55","3.4","68","20","13","19","15","20","19","9","17","0","0",*,"0","2432"
"1901900010577049","19","019","0001","0577","049",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3971"
"1901900010577041","19","019","0001","0577","041",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1589"
"1901900010577022","19","019","0001","0577","022",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","22","3",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"1","1",*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"10724"
"1901900010577021","19","019","0001","0577","021",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","21","48","24","24",*,"0",*,"46","24","22","44","24","20","40","23","17","40","23","17","38","23","15","3",*,*,"3","0","3",*,"0",*,"0","0","0",*,"0",*,"8","5","3","12","13","8","5","100","8","28","12","14","12","13","11","12",*,"0","0.83","4","48","11","9","5","9","10","9","7","4","0","0","3","0","4335"
"1901900010577020","19","019","0001","0577","020",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","20","52","27","25",*,*,*,"50","26","24","48","25","23","46","24","22","45","24","21","43","24","19",*,*,*,*,*,*,"3",*,*,*,"0",*,*,"0",*,"5",*,"3","12","19","10","9","92.59","7","30","15","13","12","13","12","12",*,"0","0.79","4.33","52","12","8","9","11","11","12","8","5","0","0","0","0","3905"
"1901900010577019","19","019","0001","0577","019",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6622"
"1901900010577017","19","019","0001","0577","017",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0577","17","175","85","90","5",*,"4","170","84","86","164","80","84","140","72","68","134","70","64","124","66","58","9","5","4","21","7","14","18","6","12","6",*,"4","10","4","6","21","10","11","45","31","20","11","105.88","41","108","26","39","37","37","35","37",*,"0","1.11","4.73","175","37","17","10","23","34","21","12","8","0",*,"16","0","8139"
"1901900010577001","19","019","0001","0577","001",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"262490"
"1901900010558032","19","019","0001","0558","032",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","32","26","13","13",*,*,"0","25","12","13","25","12","13","25","12","13","25","12","13","24","12","12","0","0","0","0","0","0","0","0","0","0","0","0",*,"0",*,*,*,"0","8","6",*,"5","100",*,"24",*,"12","12","9","9","12","0","0","0.41","2.17","26","12","8","12","11","12","12","10","10","0","0","0","0","47321"
"1901900010558017","19","019","0001","0558","017",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0558","17","56","28","28",*,*,*,"54","27","27","52","26","26","45","23","22","45","23","22","44","23","21","3",*,*,"6","3","3","5",*,"3","0","0","0",*,"0",*,"4","4","0","19","7","3","4","100","11","40","5","27","22","27","22","22","5","0","0.57","2.55","56","22","21","20","21","22","22","15","19","0","0","0","0","41187"
"1901900010543047","19","019","0001","0543","047",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","47","85","47","38","6","3","3","79","44","35","71","40","31","63","38","25","60","38","22","53","33","20","8","4","4","8",*,"6","9",*,"7","3","0","3","7","5",*,"11","11","0","30","9","4","5","80.85","25","58",*,"19","19","9","9","19","0","0","0.72","4.47","85","18","14","16","16","19","17","16","13",*,"0",*,"0","5248"
"1901900010543046","19","019","0001","0543","046",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","46","33","21","12",*,"0",*,"32","21","11","32","21","11","27","16","11","25","14","11","25","14","11",*,*,"0","4","4","0","5","5","0",*,*,"0","0","0","0","3","3","0","10","5",*,"3","57.14","8","22","3","10","10","6","6","10","0","0","0.66","3.3","33","10","10","10","8","10","10","8","8","0","0","0","0","2591"
"1901900010543045","19","019","0001","0543","045",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4380"
"1901900010543041","19","019","0001","0543","041",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","41","43","28","15",*,*,"0","42","27","15","41","26","15","33","22","11","28","18","10","26","16","10",*,*,"0","7","3","4","11","6","5","5","4",*,*,*,"0",*,*,"0","14","4","3",*,"53.57","15","24","4","10","10","6","6","10","0","0","0.69","4.3","43","10","9","9","10","10","10","8","9","0","0","0","0","3198"
"1901900010543040","19","019","0001","0543","040",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2925"
"1901900010543039","19","019","0001","0543","039",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","39","45","20","25",*,"0",*,"44","20","24","44","20","24","37","16","21","36","15","21","35","15","20","0","0","0","7","4","3","7","4","3",*,*,"0",*,"0",*,"7","4","3","11","9","4","5","125","9","31","5","9","8","6","5","8","0",*,"1.36","5.63","45","8","5","4","5","6","6","3","3","0","0",*,"0","18505"
"1901900010543038","19","019","0001","0543","038",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","38","50","25","25",*,"0",*,"49","25","24","48","24","24","45","21","24","44","21","23","40","19","21",*,*,"0",*,*,"0","3",*,*,*,"0",*,"4",*,*,"12","4","8","12","6","5",*,"100","6","41","3","13","13","12","12","13","0","0","0.62","3.85","50","13","9","12","13","13","13","12","10","0","0","0","0","7499"
"1901900010543021","19","019","0001","0543","021",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2635"
"1901900010543020","19","019","0001","0543","020",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0543","20","62","37","25","3",*,*,"59","35","24","58","34","24","51","29","22","49","27","22","48","27","21","3","3","0","5","3",*,"4",*,*,*,*,"0",*,"0",*,"7","3","4","16","15","8","7","67.57","13","41","8","17","14","14","11","14","3","0","0.81","4.43","62","14","11","9","10","13","13","7","6","0","0",*,"0","2899"
"1901900010257006","19","019","0001","0257","006",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7560"
"1901900010242001","19","019","0001","0242","001",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0242","1","16","7","9","0","0","0","16","7","9","15","7","8","15","7","8","15","7","8","15","7","8",*,"0",*,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",*,"8","4","4","128.57",*,"9","6","7","6","7","6","6",*,"0","0.31","2.67","16","6","5","6","5","6","6","6","6","0","0","0","0","9888"
"1901900010238012","19","019","0001","0238","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0238","12","48","30","18",*,*,"0","35","23","12","34","22","12","32","21","11","30","19","11","28","18","10",*,*,"0",*,*,*,"3","3","0",*,*,"0",*,*,*,"4","3",*,"9","10","6","4","60","6","23","7","13","13","9","9","13","0","0","0.71","3.69","48","9",*,"7","7","9","8","8","6","0","0",*,"0","33171"
"1901900010219022","19","019","0001","0219","022",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","22","36","18","18","0","0","0","36","18","18","34","16","18","29","16","13","28","16","12","27","15","12","3",*,*,"4","0","4","4","0","4",*,"0",*,*,*,"0","0","0","0","7","14","7","7","100","8","17","11","15","12","9","6","12","3","0","0.5","3","36","12","7","12","11","11","11","8","8","0",*,"0","0","8751"
"1901900010219021","19","019","0001","0219","021",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0219","21","46","26","20",*,*,"0","44","24","20","43","24","19","40","23","17","39","23","16","39","23","16",*,*,*,*,"0",*,*,"0",*,*,"0",*,"0","0","0",*,*,*,"10","18","11","7","76.92","7","24","15","17","17","9","9","17","0","0","0.46","2.71","46","16","16","14","16","16","17","11","10","0","0","0","0","6581"
"1901900010204018","19","019","0001","0204","018",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0204","18","27","16","11",*,"0",*,"26","16","10","26","16","10","26","16","10","25","15","10","23","14","9","0","0","0","0","0","0",*,*,"0",*,*,"0",*,*,*,*,*,"0","6","13","6","7","68.75",*,"15","10","10","10","8","8","10","0","0","0.38","2.7","27","10","8","10","10","10","10","10","7","0","0","0","0","12516"
"1901900010191030","19","019","0001","0191","030",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0191","30","46","24","22","3",*,*,"43","22","21","43","22","21","40","22","18","36","19","17","33","17","16","0","0","0","3","0","3","7","3","4","4","3",*,"3",*,*,*,*,*,"10","9","5","4","91.67","10","28","8","14","12","12","10","12",*,*,"0.72","3.83","46","12","7","9","11","12","11","6","5","0","0","0","0","3316"
"1901900010191029","19","019","0001","0191","029",Urbana,Típica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"533"
"1901900010191012","19","019","0001","0191","012",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0191","12","42","27","15",*,*,"0","41","26","15","41","26","15","37","25","12","35","24","11","35","24","11","0","0","0","4",*,"3","5",*,"3",*,*,*,"0","0","0","3","3","0","9","11","7","4","55.56","7","27","8","15","14","15","14","14",*,"0","0.68","3","42","14","10","6","13","10","9","5",*,"0","0","5","0","2575"
"1901900010172010","19","019","0001","0172","010",Urbana,Típica,"19",Nuevo Le√≥n,"19",San Pedro Garza Garc√≠a,"1",San Pedro Garza Garc√≠a,"0172","10","44","22","22","0","0","0","44","22","22","44","22","22","42","20","22","42","20","22","42","20","22","0","0","0",*,*,"0",*,*,"0","0","0","0","0","0","0","3",*,*,"8","19","8","11","100",*,"28","14","19","17","9","7","17",*,*,"0.42","2.59","44","17","15","17","17","16","16","16","15","0","0","0","0","23913"
