RML,NOMBRE_COL,AREA,CALLE,NIVELES,US_ACT2011
25 153 002,,"111",,"1",HU
25 153 003,,"110",,"1",HU
25 221 001,,"750",,"0",EA
25 153 005,,"112",,"2",HU
25 153 004,,"111",,"2",C
25 153 006,,"110",,"2",HU
25 220 001,,"112",,"2",HU
25 220 002,,"156",,"1",HU
25 153 007,,"115",,"1",HU
25 153 008,,"108",,"2",HU
25 153 009,,"105",,"1",HU
25 220 003,,"190",,"1",HU
25 153 010,,"109",,"1",HU
25 220 005,,"122",,"1",HU
25 220 004,,"105",,"1",HU
25 153 011,,"112",,"2",HU
25 153 012,,"113",,"1",HU
25 153 013,,"109",,"1",HU
25 156 001,,"194",,"2",HU
25 156 002,,"109",,"1",HU
25 156 003,,"108",,"2",HU
25 081 041,FOMERREY 22,"131",GRANITO 541,"1",HU
25 081 040,FOMERREY 22,"116",GRANITO 539,"2",HU
25 153 014,,"112",,"2",HU
25 081 001,FOMERREY 22,"178",GRANITO 543,"2",HU
25 156 004,,"158",,"1",HU
25 081 039,FOMERREY 22,"102",GRANITO 537,"2",HU
25 153 015,,"104",,"2",HM
25 154 001,,"186",,"1",HM
25 081 038,FOMERREY 22,"123",GRANITO 535,"1",HU
25 081 037,FOMERREY 22,"153",GRANITO 533,"2",HU
25 153 016,,"115",,"1",HU
25 156 009,,"198",,"1",HU
25 153 017,,"107",,"1",HU
25 154 002,,"128",,"0",HU
25 156 007,,"111",,"1",HU
25 153 018,,"133",,"1",HU
25 081 036,FOMERREY 22,"160",GRANITO 531,"1",HU
25 156 006,,"118",,"1",HU
25 156 008,,"115",,"2",HU
25 081 034,FOMERREY 22,"163",FIERRO 527,"2",HU
25 081 035,FOMERREY 22,"174",GRANITO 529,"1",HU
25 154 003,,"138",,"0",HU
25 156 005,,"167",,"1",HU
25 154 004,,"131",,"0",HU
25 155 003,,"102",,"1",HU
25 155 001,,"131",,"2",HU
25 155 002,,"109",,"2",HU
25 155 015,,"126",,"1",HU
25 155 005,,"108",,"1",HU
25 080 003,FOMERREY 22,"103",TALCO 206,"1",HU
25 080 001,FOMERREY 22,"144",TALCO 202,"2",HU
25 154 005,,"239",,"2",HM
25 080 004,FOMERREY 22,"133",TALCO 208,"2",HU
25 155 004,,"102",,"2",HU
25 155 006,,"104",,"2",HM
25 155 014,,"122",,"2",HU
25 155 013,,"111",,"1",HU
25 080 002,FOMERREY 22,"114",TALCO 204,"2",HU
25 155 012,,"105",,"1",HU
25 155 011,,"110",,"2",HU
25 080 008,FOMERREY 22,"123",AZUFRE 201,"2",M
25 080 007,FOMERREY 22,"111",AZUFRE 203,"2",HU
25 080 005,FOMERREY 22,"139",AZUFRE 207,"2",HU
25 155 009,,"113",,"2",HU
25 080 006,FOMERREY 22,"108",AZUFRE 205,"2",HU
25 155 010,,"106",,"2",HU
25 155 008,,"161",,"2",HU
25 079 001,FOMERREY 22,"198",AZUFRE 202,"2",M
25 079 003,FOMERREY 22,"103",AZUFRE 206,"1",HU
25 079 002,FOMERREY 22,"107",AZUFRE 204,"2",HU
25 079 004,FOMERREY 22,"133",AZUFRE 208,"1",HU
25 006 023,FOMERREY 22,"105",HELIO 1303,"2",HU
25 006 024,FOMERREY 22,"125",POTASIO U HELIO 1301,"1",HU
25 079 005,FOMERREY 22,"109",MICA 211,"2",A
25 079 006,FOMERREY 22,"97",MICA 209,"2",HU
25 079 010,FOMERREY 22,"113",MICA 201,"1",HU
25 079 009,FOMERREY 22,"104",MICA 203,"2",HU
25 079 008,FOMERREY 22,"99",MICA 205,"2",HU
25 006 022,FOMERREY 22,"107",HELIO 1305,"2",HU
25 006 021,FOMERREY 22,"106",HELIO 1307,"2",HU
25 079 007,FOMERREY 22,"103",MICA 207,"2",HU
25 006 020,FOMERREY 22,"102",HELIO 1309,"2",HU
25 006 019,FOMERREY XXII,"107",HELIO 1311,"2",HU
25 006 017,FOMERREY 22,"106",HELIO 1315,"2",S
25 007 001,FOMERREY 22,"147",POTASIO 515,"2",C
25 006 016,FOMERREY 22,"114",HELIO 1317,"2",HU
25 006 018,FOMERREY 22,"106",HELIO 1313,"2",HU
25 078 004,FOMERREY 22,"105",MICA 208,"1",HU
25 078 007,FOMERREY 22,"118",MICA 214,"2",HU
25 006 015,FOMERREY 22,"101",HELIO 1319,"2",HU
25 078 002,FOMERREY 22,"116",MICA 204,"2",HU
25 078 003,FOMERREY 22,"117",MICA 206,"2",HU
25 078 001,FOMERREY 22,"153",MICA 202,"2",HU
25 078 005,FOMERREY 22,"122",MICA 210,"1",HU
25 006 014,FOMERREY 22,"134",PLATINO 108,"2",M
25 078 006,FOMERREY 22,"116",MICA 212,"1",HU
25 078 008,FOMERREY 22,"99",MICA 216,"1",HU
25 007 002,FOMERREY 22,"104",HELIO 1304,"2",HU
25 078 016,FOMERREY 22,"118",MANGANESO 203,"1",HU
25 078 010,FOMERREY 22,"119",MANGANESO 215,"2",HU
25 078 015,FOMERREY 22,"116",MANGANESO 205,"3",M
25 007 003,FOMERREY 22,"103",HELIO 1306,"2",HU
25 007 005,FOMERREY 22,"96",HELIO 1310,"2",HU
25 078 013,FOMERREY 22,"117",MANGANESO 209,"1",HU
25 078 009,FOMERREY 22,"148",MANGANESO 217,"2",HM
25 007 022,FOMERREY 22,"118",POTACIO 511,"1",M
25 078 017,FOMERREY 22,"131",MANGANESO 201,"1",HU
25 007 004,FOMERREY 22,"106",HELIO 1308,"2",C
25 007 006,FOMERREY 22,"101",HELIO 1312,"1",HU
25 078 014,FOMERREY 22,"119",MANGANESO 207,"2",HU
25 007 007,FOMERREY 22,"100",HELIO 1314,"1",HU
25 078 011,FOMERREY 22,"115",MANGANESO 218,"2",HU
25 078 012,FOMERREY 22,"112",MANGANESO 211,"2",HU
25 007 008,FOMERREY 22,"105",HELIO 1316,"1",HU
25 007 009,FOMERREY 22,"106",HELIO 1318,"2",HU
25 073 001,FOMERREY 22,"122",PLATINO 421,"1",S
25 073 002,FOMERREY 22,"113",PLATINO 419,"1",HU
25 074 001,FOMERREY 22,"204",PLATINO 416,"2",HU
25 073 003,FOMERREY 22,"140",PLATINO 417,"2",HU
25 074 002,FOMERREY 22,"145",PLATINO 414,"1",HU
25 074 003,FOMERREY 22,"155",PLATINO 412,"2",HU
25 073 004,FOMERREY 22,"133",PLATINO 415,"0",HU
25 074 004,FOMERREY 22,"165",PLATINO 410,"2",HU
25 073 005,FOMERREY 22,"131",PLATINO 413,"1",HU
25 073 006,,"144",PLATINO 411 FOMERREY 22,"2",HU
25 074 005,FOMERREY 22,"174",PLATINO 408,"2",HU
25 074 006,FOMERREY 22,"182",PLATINO 406,"1",HU
25 073 007,FOMERREY 22,"132",PLATINO 409,"2",HU
25 073 008,FOMERREY 22,"137",PLATINO 407,"1",HU
25 074 007,FOMERREY 22,"177",PLATINO 404,"1",HU
25 073 009,FOMERREY 22,"138",PLATINO 405,"1",HU
25 073 010,FOMERREY 22,"133",PLATINO 403,"1",HU
25 187 009,,"5044",,"0",BR
25 186 001,CONJ HAB REVOLUCION,"329",VIRGILIO CARDENAS L1  M186,"2",HM
25 186 002,CONJ HAB REVOLUCION,"316",VIRGILIO CARDENAS L2  M186,"2",HM
25 186 003,CONJ HAB REVOLUCION,"334",VIRGILIO CARDENAS L3  M186,"2",HM
25 186 004,CONJ HAB REVOLUCION,"318",VIRGILIO CARDENAS L4  M186,"2",HM
25 186 005,CONJ HAB REVOLUCION,"351",VIRGILIO CARDENAS L5  M186,"2",HM
25 186 010,CONJ HAB REVOLUCION,"340",RAFAEL GALVAN L10 M186,"2",HM
25 186 009,CONJ HAB REVOLUCION,"315",RAFAEL GALVAN L9 M186,"2",HM
25 186 008,CONJ HAB REVOLUCION,"326",RAFAEL GALVAN L8 M186,"2",HM
25 186 007,CONJ HAB REVOLUCION,"313",RAFAEL GALVAN L7 M186,"2",HM
25 186 006,CONJ HAB REVOLUCION,"347",RAFAEL GALVAN L6 M186,"2",M
25 187 008,CONJ HAB REVOLUCION,"298",PEDRO REYES ZU/IGA L8  M187,"2",HM
25 187 007,CONJ HAB REVOLUCION,"303",PEDRO REYES ZU/IGA L7  M187,"2",C
25 187 006,CONJ HAB REVOLUCION,"307",PEDRO REYES ZU/IGA L6  M187,"2",HM
25 184 001,CONJ HAB REVOLUCION,"373",RAFAEL GALVAN L1 M184,"2",HM
25 187 005,CONJ HAB REVOLUCION,"368",PEDRO REYES ZU/IGA L5  M187,"2",HM
25 187 004,CONJ HAB REVOLUCION,"104",PEDRO REYES ZU/IGA L4  M187,"2",HM
25 184 002,CONJ HAB REVOLUCION,"317",RAFAEL GALVAN L2 M184,"2",HM
25 184 005,CONJ HAB REVOLUCION,"328",RAFAEL GALVAN L5 M184,"2",M
25 187 003,CONJ HAB REVOLUCION,"109",PEDRO REYES ZU/IGA L3  M187,"2",HM
25 184 003,CONJ HAB REVOLUCION,"327",RAFAEL GALVAN L3 M184,"2",HM
25 184 004,CONJ HAB REVOLUCION,"321",RAFAEL GALVAN L4 M184,"2",HM
25 184 010,CONJ HAB REVOLUCION,"380",BATALLONES ROJOS L   M184,"2",HM
25 184 009,CONJ HAB REVOLUCION,"310",BATALLONES ROJOS L9  M184,"2",HM
25 184 006,CONJ HAB REVOLUCION,"307",BATALLONES ROJOS L6  M184,"2",HM
25 184 008,CONJ HAB REVOLUCION,"314",BATALLONES ROJOS L8  M184,"2",HM
25 184 007,CONJ HAB REVOLUCION,"312",BATALLONES ROJOS L7  M184,"2",HM
25 011 039,FOMERREY 22,"153",CARBONO 439,"1",S
25 010 001,FOMERREY 22,"216",CARBONO 436,"2",HU
25 011 038,FOMERREY 22,"105",CARBONO 437,"2",HU
25 011 002,FOMERREY 22,"109",ZINC 436,"2",EC
25 012 035,FOMERREY 22,"114",ZINC 435,"3",HU
25 011 037,FOMERREY 22,"109",CARBONO 435,"2",HU
25 011 003,FOMERREY 22,"110",ZINC 434,"2",EC
25 010 002,FOMERREY 22,"123",CARBONO 434,"1",HU
25 011 036,FOMERREY 22,"108",CARBONO 433,"2",HU
25 011 004,FOMERREY 22,"102",ZINC 432,"2",HU
25 012 034,FOMERREY 22,"116",ZINC 431,"2",HM
25 010 003,FOMERREY 22,"110",CARBONO 432,"2",HU
25 011 035,FOMERREY XXII,"101",CARBONO 431,"2",HU
25 012 033,FOMERREY XXII,"108",ZINC 431,"2",EC
25 011 005,FOMERREY 22,"106",ZINC 430,"2",EC
25 010 004,FOMERREY 22,"114",CARBONO 430,"2",HU
25 012 032,FOMERREY 22,"114",ZINC 429,"2",HU
25 011 034,FOMERREY 22,"105",CARBONO 429,"2",HU
25 010 005,FOMERREY 22,"116",CARBONO 428,"10",HU
25 011 033,FOMERREY 22,"113",CARBONO 427,"3",HU
25 013 035,FOMERREY 22,"102",COBRE 435,"2",HU
25 011 006,FOMERREY 22,"114",ZINC 428,"2",EC
25 012 031,FOMERREY 22,"112",ZINC 427,"1",HU
25 010 030,FOMERREY 22,"281",URANIO 423,"1",HU
25 010 006,FOMERREY XXII,"109",CARBONO 426,"3",HU
25 011 032,FOMERREY XXII,"97",CARBONO 425,"2",HU
25 011 007,FOMERREY 22,"100",ZINC 426,"2",HU
25 013 034,FOMERREY 22,"104",COBRE 433,"2",HU
25 012 030,FOMERREY XXII,"113",ZINC 425,"2",HU
25 013 033,FOMERREY 22,"109",COBRE 431,"2",HU
25 011 031,FOMERREY 22,"105",CARBONO 423,"2",HU
25 011 008,FOMERREY 22,"106",ZINC 424,"2",HU
25 010 007,FOMERREY 22,"112",CARBONO 424,"2",EC
25 010 029,FOMERREY XXII,"118",PLATA 421,"1",HU
25 008 001,FOMERREY 22,"145",POTASIO Y BORO 507,"1",HU
25 010 008,FOMERREY 22,"107",CARBONO 422,"2",HU
25 012 029,FOMERREY 22,"113",ZINC 423,"2",HU
25 011 030,FOMERREY 22,"104",CARBONO 421,"1",HU
25 013 032,FOMERREY 22,"102",COBRE 429,"2",HU
25 012 028,FOMERREY 22,"116",ZINC 419,"2",HU
25 008 022,FOMERREY 22,"129",POTASIO 505,"1",HU
25 011 009,FOMERREY 22,"103",ZINC 422,"2",HU
25 010 009,FOMERREY 22,"114",CARBONO 420,"1",HU
25 011 029,FOMERREY 22,"106",CARBONO 419,"1",HU
25 011 010,FOMERREY 22,"109",ZINC 420,"1",HU
25 010 028,FOMERREY XXII,"111",PLATA 419,"1",HU
25 013 031,FOMERREY 22,"104",COBRE 427,"2",HU
25 008 002,FOMERREY XXII,"105",BORO 1304,"2",HU
25 013 030,FOMERREY 22,"110",COBRE 425,"2",HU
25 008 003,FOMERREY XXII,"105",BORO 1306,"2",HU
25 012 027,FOMERREY 22,"114",ZINC 417,"2",M
25 182 001,CONJ HAB REVOLUCION,"378",BATALLONES ROJOS L1  M182,"2",HM
25 010 027,FOMERREY XXII,"109",PLATA L27,"2",HU
25 010 010,FOMERREY 22,"114",CARBONO 418,"1",HU
25 011 028,FOMERREY 22,"100",CARBONO 417,"2",HU
25 011 011,FOMERREY 22,"100",ZINC 418,"2",M
25 008 021,FOMERREY 22,"144",POTASIO 503,"1",HU
25 182 002,CONJ HAB REVOLUCION,"342",BATALLONES ROJOS L2  M182,"2",HM
25 182 005,CONJ HAB REVOLUCION,"111",BATALLONES ROJOS L5  M182,"1",HU
25 178 001,CONJ HAB REVOLUCION,"3781",BATALLONES ROJOS L1 M178,"0",EA
25 182 006,CONJ HAB REVOLUCION,"123",BATALLONES ROJOS L6  M182,"2",HU
25 182 003,CONJ HAB REVOLUCION,"334",BATALLONES ROJOS L3  M182,"2",HM
25 011 027,FOMERREY 22,"111",CARBONO 415,"1",HU
25 008 006,FOMERREY 22,"109",BORO 1312,"2",HU
25 010 011,FOMERREY 22,"112",CARBONO 416,"2",EC
25 008 004,FOMERREY 22,"112",BORO 1308,"2",S
25 008 005,FOMERREY XXII,"104",BORO 1310,"2",HM
25 012 026,FOMERREY 22,"114",ZINC 417,"1",EC
25 182 004,CONJ HAB REVOLUCION,"324",BATALLONES ROJOS L4  M182,"2",HM
25 008 020,FOMERREY 22,"112",POTASIO 501,"2",HM
25 013 029,FOMERREY XX11,"99",COBRE 423,"2",HU
25 010 026,FOMERREY 22,"106",PLATA 415,"1",HU
25 011 012,FOMERREY 22,"114",ZINC 416,"2",HU
25 008 007,FOMERREY 22,"110",BORO 1314,"2",HU
25 008 019,FOMERREY 22,"103",AZUFRE 1303,"2",HU
25 012 025,FOMERREY 22,"108",ZINC 415,"2",HU
25 008 018,FOMERREY 22,"109",AZUFRE 1305,"1",HU
25 008 009,FOMERREY 22,"124",BORO 1316,"2",HU
25 182 012,CONJ HAB REVOLUCION,"385",RODOLFO GAYTAN L12 M18282,"2",HM
25 008 008,FOMERREY 22,"106",BORO 1316,"2",HU
25 013 028,FOMERREY 22,"102",COBRE 421,"2",HU
25 008 017,FOMERREY 22,"101",AZUFRE 1307,"2",HU
25 011 013,FOMERREY 22,"106",ZINC 414,"1",HU
25 182 011,CONJ HAB REVOLUCION,"337",RODOLFO GAYTAN L11 M182,"2",HM
25 010 012,FOMERREY 22,"108",CARBONO 414,"1",HU
25 011 026,FOMERREY 22,"106",CARBONO 413,"1",HU
25 010 025,FOMERREY XXII,"104",PLATA 413,"1",HU
25 182 008,CONJ HAB REVOLUCION,"114",RODOLFO GAYTAN L8 M182,"2",HU
25 182 007,CONJ HAB REVOLUCION,"126",RODOLFO GAYTAN L7 M182,"2",HU
25 012 024,FOMERREY 22,"114",ZINC 413,"1",HU
25 182 010,CONJ HAB REVOLUCION,"334",RODOLFO GAYTAN L10 M182,"2",HM
25 008 015,FOMERREY 22,"108",AZUFRE 1311,"2",HU
25 182 009,CONJ HAB REVOLUCION,"331",RODOLFO GAYTAN L9 M182,"2",HM
25 008 014,FOMERREY 22,"103",AZUFRE 1313,"2",HM
25 013 027,FOMETRREY 22,"107",COBRE 419,"3",HU
25 011 025,FOMERREY 22,"102",CARBONO 411,"2",HU
25 011 014,FOMERREY 22,"104",ZINC 412,"1",HU
25 010 024,FOMERREY 22,"118",PLATA 411,"1",HU
25 008 010,FOMERREY 22,"145",PLATINO OTE 506,"2",HU
25 008 016,FOMERREY 22,"106",AZUFRE 1309,"2",HU
25 012 023,FOMERREY 22,"104",ZINC 411,"2",HU
25 011 024,FOMERREY 22,"109",CARBONO 409,"2",HU
25 013 026,FOMERREY XXII,"101",COBRE 417,"2",HU
25 008 013,FOMERREY XXII,"107",AZUFRE 1315,"2",HU
25 011 015,FOMERREY 22,"109",ZINC 410,"1",HU
25 010 014,FOMERREY 22,"108",CARBONO 410,"2",HU
25 010 023,FOMERREY 22,"107",PLATA 409,"2",HU
25 008 011,,"102",PLATINO OTE L11 M8 FOM XXII,"2",HU
25 011 016,FOMERREY 22,"111",ZINC 408,"1",HU
25 011 023,FOMERREY XXII,"109",CARBONO 407,"1",HU
25 012 022,FOMERREY 22,"115",ZINC 409,"2",HU
25 010 015,FOMERREY 22,"114",CARBONO 408,"2",HU
25 013 025,FOMERREY XXII,"107",COBRE 415,"2",HU
25 012 021,FOMERREY XXII,"106",ZINC 407,"2",M
25 010 022,FOMERREY 22,"113",PLATA 407,"2",HU
25 008 012,FOMERREY 22,"129",PLATINO OTE 502,"2",HU
25 011 017,FOMERREY 22,"107",ZINC 406,"2",HU
25 013 024,FOMERREY 22,"102",COBRE 413,"2",HU
25 010 016,FOMERREY XXII,"109",CARBONO 406,"2",HU
25 010 021,FOMERREY 22,"109",PLATA 405,"2",HU
25 013 023,FOMERREY 22,"106",COBRE 411,"2",HU
25 011 022,FOMERREY 22,"106",CARBONO 405,"2",HU
25 012 020,FOMERREY 22,"115",ZINC 405,"2",HU
25 011 021,FOMERREY 22,"110",CARBONO 403,"2",M
25 010 017,FOMERREY 22,"119",CARBONO L17 M10,"2",HU
25 011 018,FOMERREY 22,"110",ZINC 404,"1",HU
25 010 020,3OMERREY 22,"119",PLATA 403,"2",HU
25 009 001,FOMERREY 22,"477",PLATA 408,"2",M
25 012 019,FOMERREY 22,"108",ZINC 403,"2",HM
25 010 019,FOMERREY XXII,"115",PLATA 401,"2",HU
25 011 019,FOMERREY 22,"116",ZINC 402,"2",HU
25 011 020,FOMERREY 22,"113",CARBONO 401,"2",HU
25 013 022,FOMERREY 22,"101",COBRE 409,"2",HU
25 010 018,FOMERREY 22,"138",CARBONO 420,"2",M
25 013 021,FOMERREY 22,"107",COBRE 407,"2",HU
25 012 018,FOMERREY 22,"139",ZINC 401,"2",HU
25 013 020,FOMERREY 22,"106",COBRE 405,"2",C
25 013 019,FOMERREY 22,"102",COBRE 403,"3",HU
25 013 018,FOMERREY 22,"145",COBRE 401,"2",HU
25 092 022,REVOLUCION III,"109",DIVISION DEL NORTE L22 M92,"2",S
25 093 001,REVOLUCION III,"125",ROQUE GONZALEZ G L1 M93,"2",HU
25 093 018,REVOLUCION III,"97",PABLO GONZALEZ L18 M93,"2",HU
25 092 002,REVOLUCION III,"107",PABLO GONZALEZ L2 M92,"2",HU
25 094 001,REVOLUCION III,"80",LUIS CABRERA L1 M94,"2",HU
25 094 017,REVOLUCION III,"173",ROQUE GONZALEZ G L17 M94,"2",HU
25 092 020,REVOLUCION III,"94",DIVISION DEL NORTE L20 M92,"2",HU
25 095 018,REVOLUCION III,"153",LUIS CABRERA 217,"1",M
25 092 003,REVOLUCION III,"98",PABLO GONZALEZ L3 M92,"2",HU
25 094 002,REVOLUCION III,"118",LUIS CABRERA L2 M94,"2",HU
25 095 001,REVOLUCION III,"179",FELIPE ANGELES L1 M95,"1",HU
25 095 017,REVOLUCION III,"107",LUIS CABRERA L17 M95,"2",HU
25 093 017,REVOLUCION III,"307",PABLO GONZALEZ L17 M93,"2",HM
25 095 002,REVOLUCION III,"109",FELIPE ANGELES L2 M95,"2",HU
25 093 002,REVOLUCION III,"311",ROQUE GONZALEZ G L2 M93,"2",HM
25 094 016,REVOLUCION III,"314",ROQUE GONZALEZ G L16 M94,"2",HM
25 092 019,REVOLUCION III,"311",DIVISION DEL NORTE L19 M92,"2",HM
25 094 003,REVOLUCION III,"324",LUIS CABRERA L3 M94,"2",HM
25 092 004,REVOLUCION III,"325",PABLO GONZALEZ L4 M92,"2",HM
25 095 016,REVOLUCION III,"312",LUIS CABRERA L16 M95,"2",HM
25 093 016,REVOLUCION III,"314",PABLO GONZALEZ L16 M93,"2",HM
25 095 003,REVOLUCION III,"316",FELIPE ANGELES L3 M95,"2",HM
25 093 003,REVOLUCION III,"316",ROQUE GONZALEZ G L3 M93,"2",HM
25 025 001,FOMERREY XXII,"9415",ZINC L 1 M 25,"0",E
25 094 015,REVOLUCION III,"309",ROQUE GONZALEZ G L   M94,"2",HM
25 092 018,REVOLUCION III,"307",DIVISION DEL NORTE L18 M92,"2",HM
25 094 004,REVOLUCION III,"318",LUIS CABRERA L4 M94,"2",HM
25 092 005,REVOLUCION III,"318",PABLO GONZALEZ L5 M92,"2",HM
25 095 015,REVOLUCION III,"314",LUIS CABRERA L15 M95,"2",HM
25 035 036,FOMERREY 22,"134",PLATA 235 Y COBLATO,"2",C
25 093 015,REVOLUCION III,"326",PABLO GONZALEZ L15 M93,"2",HM
25 035 001,FOMERREY 22,"136",CARBONO 236,"2",HU
25 036 001,FOMERREY 22,"116",ZINC 236,"2",C
25 095 004,REVOLUCION III,"313",FELIPE ANGELES L4 M95,"2",HM
25 093 004,REVOLUCION III,"326",ROQUE GONZALEZ G L4 M93,"2",HM
25 036 036,FOMERREY 22,"117",CARBONO 235,"2",C
25 034 036,FOMERREY 22,"127",URANIO 235,"2",M
25 034 001,FOMERREY 22,"134",PLATA 236,"2",HU
25 035 002,FOMERREY 22,"121",CARBONO 234,"2",HU
25 036 035,FOMERREY 22,"111",CARBONO 233,"1",HU
25 036 002,FOMERREY 22,"111",ZINC 234,"2",HU
25 094 014,REVOLUCION III,"315",ROQUE GONZALEZ G L14 M94,"2",HM
25 092 017,REVOLUCION III,"317",DIVISION DEL NORTE L17 M92,"2",HM
25 034 002,FOMERREY 22,"107",CARBONO 234,"2",HU
25 035 035,FOMERREY 22,"119",PLATA 233,"2",HU
25 034 035,FOMERREY 22,"101",URANIO 233,"1",HU
25 094 005,REVOLUCION III,"322",LUIS CABRERA L5 M94,"2",HM
25 092 006,REVOLUCION III,"324",PABLO GONZALEZ L6 M92,"2",HM
25 037 033,FOMERREY 22,"157",ZINC 233,"2",HU
25 034 034,FOMERREY 22,"102",URANIO 231,"2",HU
25 035 003,FOMERREY XXII,"105",CARBONO 232,"2",M
25 036 034,FOMERREY 22,"118",CARBONO 231,"2",HU
25 037 001,FOMERREY 22,"177",COBRE 232,"1",HU
25 036 003,FOMERREY 22,"120",ZINC 232,"1",HU
25 095 014,REVOLUCION III,"316",LUIS CABRERA L14 M95,"2",HM
25 037 032,FOMERREY 22,"98",ZINC 231,"1",HU
25 034 003,FOMERREY 22,"108",PLATA 232,"2",HU
25 035 034,FOMERREY 22,"103",PLATA 231,"2",C
25 093 014,REVOLUCION III,"325",PABLO GONZALEZ L14 M93,"2",HM
25 035 033,FOMERREY 22,"113",PLATA 229,"1",HU
25 034 004,FOMERREY 22,"102",PLATA 230,"1",HU
25 036 033,FOMERREY 22,"105",CARBONO 229,"2",HU
25 036 004,FOMERREY 22,"106",ZINC 230,"2",HU
25 095 005,REVOLUCION III,"316",FELIPE ANGELES L5 M95,"2",HM
25 093 005,REVOLUCION III,"324",ROQUE GONZALEZ G L5 M93,"2",HM
25 035 004,FOMERREY 22,"114",CARBONO 230,"1",HU
25 034 033,FOMERREY 22,"98",URANIO 229,"2",HU
25 034 032,FOMERREY 22,"109",URANIO 227,"2",HU
25 034 005,FOMERREY 22,"115",PLATA 228,"1",HU
25 037 002,FOMERREY 22,"103",COBRE 230,"2",HU
25 035 032,FOMERREY 22,"110",PLATA 227,"2",HU
25 037 031,FOMERREY 22,"94",ZINC 229,"2",HU
25 035 005,FOMERREY 22,"112",CARBONO 228,"1",HU
25 094 013,REVOLUCION III,"309",ROQUE GONZALEZ G L13 M94,"2",HM
25 092 016,REVOLUCION III,"313",DIVISION DEL NORTE L16 M92,"2",HM
25 036 032,FOMERREY 22,"107",CARBONO 227,"1",HU
25 036 005,FOMERREY 22,"107",ZINC 228,"2",HU
25 094 006,REVOLUCION III,"317",LUIS CABRERA L6 M94,"2",HM
25 034 006,FOMERREY 22,"100",PLATA 226,"2",HU
25 035 006,FOMERREY 22,"113",1ARBONO 226,"1",HU
25 037 030,FOMERREY 22,"105",ZINC 227,"2",HU
25 036 006,FOMERREY 22,"112",ZINC 226,"1",HU
25 092 007,REVOLUCION III,"318",PABLO GONZALEZ L7 M92,"2",HM
25 037 003,FOMERREY 22,"113",COBRE 228,"2",HU
25 034 031,FOMERREY 22,"96",URANIO 225,"1",HU
25 035 031,FOMERREY 22,"110",PLATA 225,"2",HU
25 095 013,REVOLUCION III,"318",LUIS CABRERA L13 M95,"2",HM
25 036 031,FOMERREY 22,"113",CARBONO 225,"2",HM
25 034 030,FOMERREY 22,"116",URANIO 223,"2",HU
25 093 013,REVOLUCION III,"316",PABLO GONZALEZ L13 M93,"2",HM
25 035 030,FOMERREY 22,"104",PLATA 223,"2",HU
25 037 004,FOMERREY 22,"106",COBRE 226,"1",HU
25 037 029,FOMERREY 22,"99",ZINC 225,"1",HU
25 095 006,REVOLUCION III,"311",FELIPE ANGELES L6 M95,"2",HM
25 036 030,FOMERREY 22,"101",CARBONO 223,"2",M
25 036 007,FOMERREY 22,"101",ZINC 224,"1",HU
25 093 006,REVOLUCION III,"312",ROQUE GONZALEZ G L6 M93,"2",HM
25 035 007,FOMERREY 22,"105",CARBONO 224,"2",HM
25 037 028,FOMERREY 22,"95",ZINC 223,"2",HU
25 034 007,FOMERREY 22,"120",PLATA 224,"1",HU
25 035 029,FOMERREY 22,"107",PLATA 221,"2",HU
25 034 008,FOMERREY 22,"108",PLATA 222,"2",HU
25 036 008,FOMERREY 22,"112",ZINC 222,"2",HM
25 094 012,REVOLUCION III,"311",ROQUE GONZALEZ G L12 M94,"2",M
25 037 005,FOMERREY 22,"101",COBRE 224,"2",HU
25 092 015,REVOLUCION III,"323",DIVISION DEL NORTE L15 M92,"2",HM
25 035 008,FOMERREY 22,"108",CARBONO 222,"2",HU
25 037 027,FOMERREY 22,"103",ZINC 221,"2",HU
25 034 029,FOMERREY 22,"106",URANIO 221,"2",HU
25 036 029,FOMERREY 22,"111",CARBONO 221,"2",HU
25 037 006,FOMERREY 22,"104",COBRE 222,"1",HU
25 094 007,REVOLUCION III,"317",LUIS CABRERA L7 M94,"2",HM
25 035 009,FOMERREY 22,"105",CARBONO 220,"2",HU
25 034 028,FOMERREY XXII,"98",URANO 219,"1",HU
25 034 009,FOMERREY 22,"102",PLATA 220,"1",HU
25 036 009,FOMERREY 22,"111",ZINC 220,"1",HU
25 092 008,REVOLUCION III,"327",PABLO GONZALEZ L8 M92,"2",HM
25 036 028,FOMERREY 22,"113",CARBONO 219,"2",HU
25 037 007,FOMERREY 22,"112",COBRE 220,"2",HU
25 095 012,REVOLUCION III,"317",LUIS CABRERA L12 M95,"2",HM
25 092 014,REVOLUCION III,"101",DIVISION DEL NORTE L14 M92,"2",HU
25 093 012,REVOLUCION III,"312",PABLO GONZALEZ L12 M93,"2",HM
25 035 028,FOMERREY 22,"104",PLATA 219,"2",HU
25 092 009,REVOLUCION III,"102",PABLO GONZALEZ L9 M92,"2",HU
25 035 027,FOMERREY 22,"114",PLATA 217,"2",HU
25 034 010,FOMERREY 22,"102",PLATA 218,"1",HU
25 037 026,FOMERREY 22,"107",ZINC 219,"1",HU
25 095 007,REVOLUCION III,"310",FELIPE ANGELES L7 M95,"2",HM
25 036 010,FOMERREY 22,"105",ZINC 218,"2",HU
