RML,NOMBRE_COL,AREA,CALLE,NIVELES,US_ACT2011
19 012 003,RESID SAN AGUSTIN,"156",RIO DON 1219,"2",HU
19 012 022,,"295",,"2",HU
19 012 013,DEL VALLE,"250",RIO DON OTE 1217,"2",HU
19 012 009,,"386",R DON 1211 DEL VALLE,"1",HU
19 012 020,DEL VALLE,"248",RIO DON 1215,"2",HU
19 012 011,VALLE OTE,"374",RIO DON 1213,"2",HU
11 127 002,DEL VALLE,"495",RIO SAN MARCOS 212,"1",E
11 127 006,DEL VALLE,"412",RIO ATOYAC 1104,"1",HU
11 127 008,VALLE ORIENTE,"404",RIO ATOYAC 1106,"2",HU
11 127 010,VALLE,"401",RIO ATOYAC 1108,"1",HU
11 127 012,DEL VALLE,"411",RIO ATOYAC 1110,"1",HU
11 127 001,,"542",RIO YAQUI 1101 VALLE,"1",HU
11 127 016,DEL VALLE,"429",RIO ATOYAC OTE 1114,"2",HU
11 127 014,DEL VALLE,"392",RIO ATOYAC 1112,"2",HU
11 127 018,,"418",R ATOYAC 1116 VALLE,"2",HU
11 127 009,DEL VALLE,"552",RIO YAQUI 1113,"1",HU
11 127 013,DEL VALLE,"649",RIO YAQUI OTE 1115,"1",HU
11 127 017,DEL VALLE,"399",RIO YAQUI OTE 1119,"1",HU
11 127 019,VALLE OTE,"394",R YAQUI 1121,"2",HU
11 127 015,VALLE,"394",RIO YAQUI L 15 M 199,"1",HU
11 127 021,DEL VALLE,"397",RIO YAQUI 1123,"1",HU
11 127 023,DEL VALLE,"295",RIO YAQUI L 23 M 199,"2",HU
11 127 020,DEL VALLE,"422",RIO ATOYAC 1118,"2",HU
11 127 024,VALLE ORIENTE,"297",RIO NAZAS 417,"2",HU
11 127 022,DEL VALLE,"266",RIO ATOYAC 1120,"2",HU
11 127 004,DEL VALLE,"375",RIO ATOYAC 1102,"1",HU
11 127 007,VALLE SEC OTE,"410",RIO YAQUI 1111,"2",HU
11 127 003,VALLE OTE,"379",R YAQUI 1105,"1",HU
11 127 005,DEL VALLE,"378",R YAQUI 351,"2",HU
19 002 010,,"317",LAZARO CARDENAS 220,"2",HU
19 002 001,,"627",AV LAS TORRES 705,"2",S
19 002 002,,"254",AV LAZARO CARDENAS 204,"1",HU
19 002 021,,"251",AVE LAS TORRES 204-A,"1",HU
19 002 020,,"429",M CARPATOS 2118 SN AGUSTIN,"2",HU
19 002 019,,"506",MONTES CARPATOS 203 SN AGUS,"2",HU
19 002 003,,"515",AVE LAS TORRES 206,"3",S
19 002 004,,"503",LAS TORRES 208,"1",S
19 002 018,RES SAN AGUSTIN,"513",MONTES CARPATOS 205,"2",HU
19 002 005,,"318",AVE LAS TORRES 210,"1",HU
19 002 017,SAN AGUSTIN,"633",MONTES CARPATOS 207,"1",HU
19 002 024,,"301",AVE LAS TORRES NTE 210 A,"1",S
19 002 016,SAN AGUSTIN,"473",MONTES CARPATOS 209,"1",HU
19 002 015,,"520",M CARPATOS 211 SAN AGUSTIN,"3",HU
19 002 014,RESID SAN AGUSTIN,"528",MONTES CARPATOS 213,"2",HU
19 002 013,RESID SAN AGUSTIN,"530",MONTES CARPATOS 215,"1",HU
19 002 012,,"537",MONTES CARPATOS L 12 M 2,"3",HU
19 002 026,RESID SAN AGUSTIN,"449",MONTES CARPATOS 219,"3",HM
19 002 011,SAN AGUSTIN,"1072",LOMAS DEL MAR 103,"1",HU
19 002 007,,"614",AVE LAS TORRES L 7 M 2,"6",S
19 002 023,,"300",AVE LAS TORRES 212,"1",S
19 002 006,,"301",AVE LAS TORRES 212-A,"1",S
19 002 008,,"604",AVE LAS TORRES L 8 M 2,"6",S
11 122 006,DEL VALLE,"354",RIO AMACUZAC 1104,"1",HU
11 122 003,DEL VALLE,"353",R PANTEPEC 1103,"1",HU
11 122 011,DEL VALLE ORIENTE,"347",RIO PANTEPEC 1111,"1",HU
11 122 016,VALLE ORIENTE,"367",RIO AMACUZAC 1116,"1",HU
11 122 009,DEL VALLE,"372",RIO PANTEPEC 1109,"1",HU
11 122 020,VALLE ORIENTE,"361",RIO AMACUZAC 1120,"1",HU
11 122 013,DEL VALLE,"355",R PANTEPEC L 13 M 189,"1",HU
11 122 025,DEL VALLE,"386",RIO PANTEPEC 1125,"2",HU
11 122 002,DEL VALLE,"209",RIO BLANCO 203,"2",HU
11 122 027,VALLE ORIENTE,"201",RIO BLANCO 215,"2",HU
11 122 001,DEL VALLE,"418",RIO PANTEPEC 1101,"1",HU
11 122 004,DEL VALLE,"351",RIO AMACUZAC OTE 1102,"1",HU
11 122 014,VALLE ORIENTE,"355",RIO AMACUZAC OTE 1112,"2",HU
11 122 007,,"366",R PANTEPEC 1107 DEL VALLE,"2",HU
11 122 005,VALLE OTE,"353",RIO PANTEPEC 189,"1",HU
11 122 008,DEL VALLE,"366",RIO AMACUZAC 1106,"1",HU
11 122 012,DEL VALLE,"348",RIO AMACUZAC L 12 M 189,"2",HU
11 122 010,,"373",R AMACUZAC 1108 VALLE OTE,"2",HU
11 122 021,DEL VALLE,"360",RIO PANTEPEC 1121,"2",HU
11 122 018,VALLE ORIENTE,"357",RIO AMACUZAC 1118,"0",S
11 122 019,DEL VALLE,"356",RIO PANTEPEC OTE 1119,"2",HU
11 122 015,DEL VALLE,"366",RIO PANTEPEC 1115,"1",HU
11 122 017,DEL VALLE,"353",RIO PANTEPEC 1117,"2",HU
11 122 023,DEL VALLE,"344",RIO PANTEPEC 1123,"2",HU
11 122 026,,"411",R AMACUZAC 1126 VALLE,"2",HU
11 122 022,,"368",R AMACUZAC 1122 L DEL VALLE,"2",HU
11 122 024,DEL VALLE,"355",RIO AMACUZAC 1124,"2",HU
11 006 003,SANTA ENGRACIA,"1823",LOS ROSALES 220,"1",HU
11 006 010,,"543",AVE LOS ROSALES,"1",HU
11 006 001,HDA SANTA ENGRACIA,"2644",PRIV FRAMBOYANES 260,"1",HU
11 006 002,,"1827",PRIV FRAMBOYANES 240,"1",HU
11 006 011,,"571",AVE LOS ROSALES,"1",HU
11 006 012,STA ENGRACIA,"523",AV LOS ROSALES 335,"2",HU
11 006 009,,"589",AVE LOS ROSALES 335 STA ENG,"1",HU
11 006 008,,"597",AVE LOS ROSALES 335 INT-E,"1",HU
11 006 007,SANTA ENGRACIA,"1583",LOS PINOS Y ROSALES STA ENG,"2",E
11 006 004,HACIENDA SANTA FE,"2298",LOS ROSALES 335,"1",HU
11 006 006,,"1591",LOS ROSALES,"0",S
11 006 005,,"2985",LOS ROSALES 365,"1",HU
11 008 045,,"582",FRAMBOYANES,"2",HU
11 008 002,,"805",ROSALES,"1",HU
11 008 040,STA ENGRACIA,"510",ROSALES 109,"0",BU
11 008 041,,"494",ROSALES L41,"2",HU
11 008 043,,"582",FRAMBOYANES,"0",BU
11 008 027,,"3215",ROSALES 329 STA ENGRACIA,"2",HU
11 008 044,,"560",FRAMBOYANES,"1",HU
11 008 042,,"562",FRAMBOYANES,"1",HU
11 016 003,STA ENGRACIA,"850",CIPRES 111,"2",HU
11 016 015,HDA SANTA ENGRACIA,"804",LOS CHOPOS L15 M16,"2",HU
11 016 019,HDA STA ENGRACIA,"808",LOS CHOPOS 403,"2",HU
11 016 004,,"657",CIPRES 113,"1",HU
11 016 017,,"395",CHOPOS 415 STA ENGRACIA,"1",HU
11 016 008,,"689",CHOPOS 413STA ENGRACIA,"1",HU
11 016 009,,"598",LOS CHOPOS 411,"2",HU
11 016 012,,"1132",CHOPOS 121,"1",HU
11 016 005,,"929",CIPRES 115 STA ENGRACIA,"1",HU
11 016 010,SANTA ENGRACIA,"364",CHOPOS Y FRESNOS 409,"1",HU
11 016 011,,"750",LOS CHOPOS 435,"1",HU
11 016 006,SANTA ENGRACIA,"543",CIPRES 123,"3",HU
11 016 007,,"381",CIPRES 125 STA ENGRACIA,"2",HU
11 016 002,SANTA ENGRACIA,"1557",FRESNOS 113,"1",HU
11 016 018,HDA SANTA ENGRACIA,"324",LOS CHOPOS 109,"0",BU
11 016 014,SANTA ENGRACIA,"720",LOS CHOPOS 417,"1",HU
11 119 005,DEL VALLE,"398",R NAZAS L 5 M 185,"1",HU
11 119 007,,"425",R SN FCO Y RIO NAZAS L7M185,"1",HU
11 119 003,DEL VALLE,"601",RIO NAZAS 1021,"2",HU
11 119 001,DEL VALLE,"399",R PANTEPEC 1002,"2",HU
11 119 008,,"423",RIO PANTEPEC 1000 DEL VALLE,"2",HU
11 119 002,DEL VALLE,"397",RIO PANTEPEC OTE 1004,"2",HU
11 119 004,,"432",R PANTEPEC L4M185 DEL VALLE,"2",HU
11 119 006,VALLE ORIENTE,"411",RIO SAN FRANCISCO 120,"2",HU
11 003 009,,"862",LOS NOGALES 178,"2",HU
11 003 020,,"998",ALAMOS,"0",BU
11 003 001,,"1399",LOS NOGALES 110,"4",C
11 003 006,LOS NOGALES,"4588",LOS ALAMOS 175,"1",HU
11 003 007,SANTA ENGRACIA,"1811",ALAMOS 197,"1",HU
11 003 003,HDA STA ENGRACIA,"938",NOGALES SUR 135,"1",HU
11 003 004,SANTA ENGRACIA,"340",NOGALES 131,"1",HU
11 003 014,STA ENGRACIA,"1016",NOGALES 116,"1",HU
11 003 016,,"1518",,"1",HU
11 003 019,,"673",ALAMOS,"1",HU
11 003 002,,"630",NOGALES 135,"1",HU
11 003 022,STA ENGRACIA,"1780",ALAMOS 151,"1",HU
11 003 021,,"556",NOGALES 136 STA ENGRACIA,"1",HU
11 003 011,SANTA ENGRACIA,"1420",NOGALES 122,"1",HU
11 003 010,SANTA ENGRACIA,"536",NOGALES 132,"1",HU
11 120 009,VALLE ORIENTE,"411",RIO BLANCO 104,"1",HU
11 120 010,,"423",R S FCO 1020,"2",HU
11 120 008,,"410",R S FCO L 8 M 185,"2",HU
11 120 013,DEL VALLE,"188",RIO SAN FRANCISCO L12 M185,"2",HU
11 120 004,DEL VALLE,"206",RIO SAN FCO OTE 133,"2",HU
11 120 001,,"663",R NAZAS L 1 M 185,"2",HU
11 120 006,DEL VALLE OTE,"396",RIO SAN FCO 125,"2",HU
11 120 002,DEL VALLE,"252",R S FCO L 2 M 185,"2",HU
11 120 005,DEL VALLE,"411",RIO BLANCO 130,"2",HU
11 120 012,DEL VALLE,"274",RIO NAZAS 1039,"2",HU
11 120 003,DEL VALLE,"427",RIO BLANCO 140,"2",HU
11 120 011,,"415",RIO BLANCO 100 DEL VALLE,"1",HU
11 120 007,DEL VALLE,"403",RIO BLANCO 120,"1",HU
11 004 009,,"735",RICARDO MARGAIN 279,"2",S
11 004 018,,"699",CIPRES,"2",HU
11 004 004,,"3546",NOGALES 111 STA ENGRACIA,"2",HU
11 004 019,,"913",CIPRES 116 STA ENGRACIA,"1",HU
11 004 020,STA ENGRACIA,"866",CIPRES Y NOGALESSTA,"2",HU
11 004 017,,"829",CIPRES 120,"2",HU
11 004 003,,"3885",AVE SANTA ENGRACIA,"2",HU
11 004 010,,"764",RICARDO MARGAIN 277,"2",S
11 004 001,,"3379",AVE STA ENGRACIA 275,"2",HU
11 004 023,,"3701",SANTA ENGRACIA 102,"1",S
11 004 006,,"721",PRIV LOS FRESNOS 111,"2",HU
11 004 014,SANTA ENGRACIA,"1066",CIPRES 106,"1",HU
11 004 022,SANTA ENGRACIA,"708",PRIV CIPRES 104,"1",HU
11 004 016,,"396",CIPRES OTE 114,"1",HU
11 004 011,,"1048",CIPRES 112,"1",HU
11 005 013,,"1027",LOS FRESNOS 174,"2",HU
11 005 032,SANTA ENGRACIA,"1059",PRIV LOS MAPLES L 7-C,"1",HU
11 005 029,SANTA ENGRACIA,"293",LOS CHOPOS L 29 M 5,"1",HU
11 005 031,SANTA ENGRACIA,"1168",PRIV LOS MAPLES L 7-B,"2",HU
11 005 028,SANTA ENGRACIA,"1204",LOS CHOPOS 422,"1",HU
11 005 011,SANTA ENGRACIA,"1066",PRIV MAPLES 90,"2",HU
11 005 001,SANTA ENGRACIA,"1902",LOS CHOPOS 440,"2",HU
11 005 005,SANTA ENGRACIA,"4598",LOS NOGALES 175,"2",HU
11 005 015,,"5180",NOGALES Y ROSALES 370,"1",HU
11 005 033,SANTA ENGRACIA,"1064",PRIV LOS MAPLES Y FRESNOS L7-D,"0",BU
11 005 035,SANTA ENGRACIA,"1242",LOS ROSALES L 7-F,"0",BU
11 005 014,STA ENGRACIA,"1036",LOS FRESNOS 160,"1",HU
11 005 027,,"706",LOS CHOPOS,"1",HU
11 005 006,,"1315",LOS ROSALES 206 ENGRACIA,"2",HU
11 005 023,SANTA ENGRACIA,"758",CHOPOS 478,"2",HU
11 005 024,SANTA ENGRACIA,"764",CHOPOS 480,"2",HU
11 005 020,STA ENGRACIA,"993",LOS NOGALES 123 Y LOS CHOPOS,"2",EC
11 005 003,,"1889",LOS CHOPOS 420,"1",HU
11 005 026,SANTA ENGRACIA,"968",CHOPOS 426,"1",HU
11 005 025,,"710",AV LOS FRESNOS L25,"0",BU
11 005 004,SANTA ENGRACIA,"842",LOS CHOPOS 400,"2",HU
11 005 009,SANTA ENGRACIA,"2723",PRIVADA MAPLE 100,"1",HU
11 005 008,SANTA ENGRACIA,"1376",PRIVADA MAPLES 400,"1",HU
08 042 054,MIRASIERRA,"99",PUEBLA 1503,"0",S
08 042 016,ZONA VALLE DEL MEZQUITE,"6131",VASCONCELOS 1552-2,"1",C
08 042 014,ZONA VALLE DEL MEZQUITE,"1590",AV VASCONCELOS 1115,"2",HU
08 042 018,ZONA VALLE DEL MEZQUITE,"2529",VASCONCELOS OTE 1559,"2",C
08 042 026,ZONA VALLE DEL MEZQUITE,"2868",,"1",C
08 042 003,ZONA VALLE DEL MEZQUITE,"1783",,"3",C
08 042 053,MIRASIERRA,"91",PUEBLA 1501,"0",S
08 042 001,ZONA VALLE DEL MEZQUITE,"3457",AVE VASCONCELOS 1567,"2",C
08 042 002,ZONA VALLE DEL MEZQUITE,"1002",AVE VASCONCELOS 1563,"3",C
08 019 001,MIRASIERRA,"444",S DE BENALCAZAR 123,"1",HU
08 019 003,MIRASIERRA,"457",AVE SEBASTIAN B 121,"1",HU
08 019 007,MIRA SIERRA,"387",AVE SEBASTIAN 117,"1",HU
08 019 005,MIRASIERRA,"397",AVE SEBASTIAN 119,"1",HU
08 019 013,MIRASIERRA,"603",SEBASTIAN DE BENALCAZAR 111,"1",HU
08 019 009,MIRASIERRA,"678",AVE SEBASTIAN 115,"1",HU
08 019 011,MIRASIERRA,"651",S DE BENALCAZAR 113,"1",HU
08 019 015,MIRASIERRA,"552",S DE BENALCAZAR 109,"1",HU
08 019 027,MIRASIERRA,"225",S DE BENALCAZAR PTE 107-A,"2",HU
08 019 017,MIRASIERRA,"202",AVE SEBASTIAN 107-B,"2",HU
08 019 019,MIRASIERRA,"389",AVE SEBASTIAN 105,"2",HU
08 019 021,MIRASIERRA,"391",S DE BENALCAZAR 103,"2",HU
08 019 028,MIRASIERRA,"292",AV LOS CONQUISTADORES L1,"0",BU
08 019 023,MIRASIERRA,"272",BENALCAZAR PTE 101,"1",HU
11 007 048,,"287",SAN MARCOS 100 DEL VALLE,"2",HU
11 007 051,,"438",RIO YAQUI 1108 VALLE,"1",HU
11 007 052,DEL VALLE,"413",RIO YAQUI 1108,"2",HU
11 007 050,,"240",RIO YAQUI 1104 DEL VALLE,"2",HU
11 007 070,,"221",RIO YAQUI 1104 A,"2",HU
11 007 049,SANTA ENGRACIA,"214",RIO YAQUI 1102,"2",HU
11 007 053,DEL VALLE,"402",RIO YAQUI 1110,"1",HU
11 007 054,DEL VALLE,"392",RIO YAQUI OTE 1112,"1",HU
11 007 071,,"224",PRIV LOS PINOS 1107,"2",HU
11 007 055,DEL VALLE,"380",RIO YAQUI 1114,"1",HU
11 007 057,DEL VALLE OTE,"381",RIO YAQUI 1118,"1",HU
11 007 060,DEL VALLE,"371",RIO YAQUI 1124,"1",HU
11 007 059,DEL VALLE,"383",R YAQUI 1122,"1",HU
11 007 056,DEL VALLE,"377",RIO YAQUI 1116,"1",HU
11 007 058,DEL VALLE,"376",RIO YAQUI PTE 1112,"1",HU
11 007 045,SANTA ENGRACIA,"334",LOS PINOS 104,"2",HU
11 007 061,DEL VALLE,"471",RIO YAQUI Y B NAZAS 515,"2",HU
11 007 043,SANTA ENGRACIA,"581",PRIV GZA BOTELLO,"1",HU
11 007 023,SANTA ENGRACIA,"1014",LOS PINOS 150,"2",HU
11 007 012,,"2539",LOS ROSALES Y ALAMOS 477,"2",HU
11 007 013,SANTA ENGRACIA,"1845",ALAMOS 275,"1",HU
11 007 014,DEL VALLE,"1267",RIO NAZAS 101,"1",HU
11 007 022,SANTA ENGRACIA,"1537",ALAMOS 221,"2",HU
11 007 021,,"1201",LOS ALAMOS 221,"2",HU
11 007 024,STA ENGRACIA,"1165",LOS PINOS 100,"2",HU
11 007 032,,"852",LOS ALAMOS,"1",HU
11 007 034,STA ENGRACIA,"1267",LOS ALAMOS OTE 220,"1",HU
11 007 072,,"860",LOS ALAMOS,"1",HU
11 007 020,,"5047",LOS ALAMOS 300,"2",HU
11 007 036,,"1011",LOS ALAMOS 110,"1",HU
11 007 031,,"1932",ROSALES Y PRIV ARBOL 201,"1",HU
11 007 035,SANTA ENGRACIA,"904",PRIV ARBOL 205,"1",HU
11 007 009,SANTA ENGRACIA,"2121",ROSALES 603,"1",HU
11 007 037,SANTA ENGRACIA,"1112",PRIV EL ARBOL 205,"1",HU
11 007 039,SANTA ENGRACIA,"1656",PRIV EL ARBOL 230,"2",HU
11 007 003,,"604",PRIV LOS CEDROS PTE 117,"2",HU
11 007 066,,"4653",AVE JOSE VASCONCELOS,"3",C
11 007 019,,"563",PRIV CEDROS 115,"2",HU
11 007 018,,"791",PRIV LOS CEDROS L 11 M J,"0",BU
11 007 041,,"1652",AVE SAN AGUSTIN 112,"2",C
11 007 042,,"1645",AVE SAN AGUSTIN 114,"2",C
11 007 038,,"1655",PRIV ARBOL 222 STA ENGRACIA,"2",HU
11 007 046,,"449",PRIV LOS CEDROS 109,"2",HU
11 007 040,,"1687",LOS ROSALES 601,"1",HU
11 007 065,SANTA ENGRACIA,"346",PRIV LOS CEDROS 105,"2",HU
11 007 017,,"358",VASCONCELOS 365,"3",S
11 007 047,,"498",R SAN MARCOS L 1 M 201,"2",HU
11 007 004,,"1831",PRIV GARZA BOTELLO 103,"1",HU
11 007 015,SANTA ENGRACIA,"11883",LOS PINOS 405,"1",HU
11 007 063,,"1225",RIO NAZAS,"2",HU
11 002 004,,"2743",LOS ALAMOS 100,"1",HU
11 002 003,SANTA ENGRACIA,"3590",AVE LOS ALAMOS 130,"1",HU
11 002 005,,"1921",EL ARBOL 101,"1",S
11 002 007,,"5937",LOS ROSALES 580,"1",HU
11 002 012,SANTA ENGRACIA,"596",ARBOL 109,"2",HU
11 002 013,SANTA ENGRACIA,"602",ARBOL 111,"2",HU
11 002 011,,"1454",EL ARBOL M 2 L 11,"2",HU
11 002 001,SANTA ENGRACIA,"1728",ARBOL 175,"2",HU
11 002 010,STA ENGRACIA,"1128",ALAMOS 150,"1",HU
11 002 008,SANTA ENGRACIA,"1301",CALLE ALAMOS 300,"1",HU
11 002 009,SANTA ENGRACIA,"1132",CALLE ALAMOS 140,"1",HU
11 001 021,SANTA ENGRACIA,"1069",RICARDO MARGAIN 207,"1",C
11 001 027,,"1554",EL ARBOL 104 STA ENGRACIA,"1",HU
11 001 029,,"834",AVE STA ENGRACIA 205,"0",S
11 001 011,,"1495",C DEL ARBOL 110,"2",HU
11 001 002,STA ENGRACIA,"1741",ARBOL 180,"2",HU
11 001 003,SANTA ENGRACIA,"2849",EL ARBOL 112,"2",HU
11 001 025,,"504",EL ARBOL,"2",HU
11 001 024,SANTA ENGRACIA,"478",EL ARBOL Y ROSALES,"2",HU
11 001 013,,"956",PRIV LAUREL 101,"2",E
11 001 032,,"80",,"2",HU
11 001 031,,"651",,"1",HM
11 001 001,,"2256",ROSALES 630,"1",HU
11 001 009,,"1513",AVE VASCONCELOS 190,"4",S
11 001 016,,"1400",AVE VASCONCELOS 111,"3",S
11 001 014,,"1553",PRIV LAUREL 100,"2",HU
11 001 007,SANTA ENGRACIA,"514",STA ENGRACIA 685,"2",E
11 001 005,,"1539",AVE VASCONCELOS 155,"1",HM
11 001 030,,"676",CAM A SAN AGUSTIN 165,"2",HM
11 001 010,,"1321",VASCONCELOS 101,"2",S
11 001 004,,"2140",SAN AGUSTIN 185,"1",S
11 001 006,,"438",AV VASCONCELOS 175,"1",C
11 001 023,,"2961",EL ARBOL 122,"1",HU
11 001 028,,"1560",AVE SANTA ENGRACIA 203,"1",HU
11 001 026,,"593",PRIV LAUREL 105,"1",HU
11 001 017,,"1487",ARBOL 106,"1",HU
19 003 001,,"791",LAS TORRES 302,"5",S
19 003 002,,"605",LAS TORRES 304,"3",HM
19 003 024,,"291",LOMAS DEL MAR,"0",S
19 003 021,,"271",L DEL MAR Y M CARPATOS,"0",S
19 003 003,,"613",LAS TORRES 306,"0",EC
19 003 004,,"602",LAS TORRES 308,"0",EC
19 003 020,RESID SAN AGUSTIN,"527",MONTES CARPATOS 303,"2",HU
19 003 005,,"609",LAS TORRES L5 M3,"2",HM
19 003 006,,"596",LAS TORRES L 6 M 3,"3",S
19 003 018,SAN AGUSTIN,"1067",MONTES CARPATOS 305,"2",HU
19 003 017,RES SAN AGUSTIN,"543",MONTES CARPATOS 309,"2",HU
19 003 007,,"603",AV LOZANO CARDENAS L7 M3,"3",S
19 003 008,,"607",LAS TORRES S/N,"1",S
19 003 016,CHIPINQUE,"531",MONTES CARPATOS 311,"2",HU
19 003 009,,"571",LAS TORRES L 9 M 3,"1",S
19 003 015,RESID SAN AGUSTIN,"263",MONTES CARPATOS 313,"1",HU
19 003 025,SAN AGUSTIN,"279",MONTES CARPATOS PTE 313-A,"1",HU
19 003 014,SAN AGUSTIN,"269",MONTES CARPATOS 515,"1",HU
19 003 011,,"1091",LAS TORRES 289 Y M CARPATOS,"1",S
19 003 026,RES SAN AGUSTIN,"266",M CARPATOS 315-A,"1",HU
19 003 010,,"602",LAS TORRES L 10 M 3,"1",S
19 003 013,RESID SAN AGUSTIN,"526",MONTES CARPATOS 317,"1",HU
19 003 023,SAN AGUSTIN,"395",MONTES CARPATOS 319,"2",HU
19 003 012,SAN AGUSTIN,"391",M CARPATOS 319,"2",HU
19 007 005,,"366",AVE LAS TORRES L5 M7,"0",C
19 007 013,,"337",AV LAS TORRES L13 M7,"0",C
19 007 004,RES SAN AGUSTIN,"505",MONTES CARPATOS 408,"1",HU
19 007 002,SAN AGUSTIN,"405",MONTES CARPATOS 404,"2",HU
19 007 001,SAN AGUSTIN,"698",M CARPATOS 402,"2",HU
19 007 003,RESID SAN AGUSTIN,"506",MONTES CARPATOS 406,"2",HU
19 007 007,RESID SAN AGUSTIN,"396",MONTES CELESTES L 7 M 7,"3",HM
19 007 014,RESID SAN AGUSTIN,"201",MONTES CELESTES 409,"2",HU
19 007 012,RESID SAN AGUSTIN,"365",MONTES CELESTES 401,"1",HU
19 007 010,RES SAN AGUSTIN,"761",MONTES CELESTES 405,"2",HU
19 007 006,,"793",AVE LAS TORRES 401 Y M CELESTES,"0",C
19 007 008,RESID SAN AGUSTIN,"210",MONTES CELESTES 407,"2",HU
19 007 009,RESID SAN AGUSTIN,"388",MONTES CELESTES 407,"2",HU
19 011 006,SAN AGUISTIN,"391",MONTES CELESTES 412,"1",HU
19 011 005,RESID SAN AGUSTIN,"193",MONTES CELESTES L5 M11,"1",HU
19 011 002,SAN AGUSTIN,"445",MONTES CELESTES 404,"2",HU
19 011 001,,"915",MONTE CELESTE 402,"1",S
19 011 007,SAN AGUSTIN,"507",M CELESTES 414,"1",HU
19 011 019,RES SAN AGUSTIN,"211",MONTES CELESTES 410,"1",HU
19 011 013,,"522",JOSE VASCONCELOS L13 M11,"0",BU
19 011 003,SAN AGUSTIN,"305",MONTES CELESTES 406,"2",HU
19 011 014,,"542",AV JOSE VASCONCELOS 411,"2",S
19 011 018,,"473",VASCONCELOS 403 SAN AGUSTIN,"2",S
19 011 004,RESID SAN AGUSTIN,"370",MONTES CELESTES 408,"2",HU
19 011 015,,"517",JOSE VASCONCELOS L15 M11,"3",S
19 011 016,,"493",AVE J VASCONCELOS,"0",S
19 011 017,,"505",AVE J VASCONCELOS 405,"3",E
19 011 011,,"526",J VASCONCELOS 417,"2",HM
19 011 012,,"519",,"3",C
08 042 027,,"247",EMILIO CARRANZA 1404,"2",HU
08 042 019,SAN PEDRO,"1268",DEGOLLADO 1400 Y E CARRANZA,"1",HU
08 042 045,,"164",EMILIO CARRANZA INT,"2",HU
08 042 025,,"260",DEGOLLADO,"1",HU
08 042 046,,"163",DEGOLLADO INT,"1",HU
08 042 022,,"1225",EMILIO CARRANZA OTE 1410,"1",HU
08 042 021,,"2196",N ARMSTRONG Y E CARRANZA 1420,"2",HU
08 044 005,SAN PEDRO,"878",CALLE DEGOLLADO 803,"2",HU
08 044 004,,"985",CALLE V CARRANZA L-4,"2",HU
08 044 002,,"785",VENUSTIANO CARRANZA 1405,"2",HU
08 044 006,,"1053",DEGOLLADO 801,"2",HU
08 044 007,PALO BLANCO,"826",PUEBLA 1540,"3",HU
08 044 003,,"1020",VENUSTIANO CARRANZA 1497,"2",HU
08 044 009,,"837",VENUSTIANO CARRANZA 1403,"2",HU
08 044 001,,"5507",AVE VENUSTIANO CARRANZA 1809,"2",HU
08 044 008,PALO BLANCO,"914",PUEBLA 1518,"2",HU
19 006 027,RESID SAN AGUSTIN,"213",MONTES CARPATOS 302,"2",HU
19 006 020,SAN AGUSTIN,"346",L DEL MAR Y M CELESTE,"2",HU
19 006 001,RESID SAN AGUSTIN,"197",LOMAS DEL MAR 302,"2",HU
19 006 002,RES SAN AGUSTIN,"222",MONTES CARPATOS 306,"2",HU
19 006 024,RESID SAN AGUSTIN,"216",MONTES CARPATOS 306,"2",HU
19 006 019,,"359",MONTES CELESTES L 19 M 6,"0",EC
19 006 025,RESID SAN AGUSTIN,"211",MONTES CARPATOS 306-B,"2",HU
19 006 003,SAN AGUSTIN,"212",M CARPATOS 306A,"2",HU
19 010 001,RESID SAN AGUSTIN,"244",LOMAS DEL MAR L1 M2,"0",BU
19 017 002,,"462",M ROCALLOSOS 203 RESID SAN AGUSTIN,"0",BU
19 006 004,SAN AGUSITN,"225",MONTES CARPATOS 308-A,"2",HU
19 006 022,SAN AGUSTIN,"224",MONTES CARPATOS 308,"2",HU
19 017 001,RESID SAN AGUSTIN,"388",MONTA/AS ROCALLOSAS 401,"2",HU
19 006 018,SAN AGUSTIN,"341",MONTES CELESTES 305,"2",HU
19 006 006,,"908",MONTES CARPATOS L6 M6,"2",HU
19 006 005,SAN AGUSTIN,"445",MONTES CARPATOS 310,"2",HU
19 010 002,RESID SAN AGUSTIN,"235",MONTES CELESTES 302-A,"2",HU
19 017 003,RESID SAN AGUSTIN,"393",MONTA/AS ROCALLOSAS 205,"2",HU
19 017 005,RESID SAN AGUSTIN,"444",M ROCALLOSAS L5 M37,"0",BU
19 006 017,,"361",M CELESTES 307 SAN AGUSTIN,"1",HU
19 010 025,RESID SAN AGUSTIN,"239",MONTES CELESTES 302,"1",HU
19 017 007,RESID SAN AGUSTIN,"233",MONTES ROCALLOSAS 209,"2",HU
19 010 003,,"359",M CELESTES 306 SAN AGUSTIN,"2",HU
19 010 022,SAN AGUSTIN,"348",LOMAS DEL MAR 301,"2",HU
19 020 001,RES SAN AGUSTIN,"581",LA LEONA Y M ROCALLOSAS 202,"1",HU
19 017 004,RESID SAN AGUSTIN,"230",MONTES ROCALLOSAS 207,"2",HU
19 006 016,RES SAN AGUSTIN,"354",MONTES CELESTES 309,"2",HU
19 006 008,RESID SAN AGUSTIN,"435",MONTES CARPATOS L 8 M 6,"1",HU
