REGION,MANZANA,LOTE,SHAPE_AREA,NOMBRE_COL,CALLE,NIVELES,US_ACT2020,RML
"01","106","015",807.9806595777,DEL VALLE,CALZ DEL VALLE PTE 412,"2",S,01 106 015
"01","106","006",1009.190658083,DEL VALLE,CALZ DEL VALLE 410,"2",A,01 106 006
"01","106","005",813.5235486418,DEL VALLE,R CAURA 449 449 A Y 449 B,"2",HM,01 106 005
"01","106","001",339.6567521725,DEL VALLE,R CAURA 451,"1",HU,01 106 001
"01","106","023",526.5084583838,,,"0",C,01 106 023
"01","106","016",877.8101760386,DEL VALLE,CALZ DEL VALLE 408,"1",S,01 106 016
"01","106","013",1468.77839253,,R BRAVO 110 Y RIO CAURA,"2",HU,01 106 013
"25","166","113",59.74266676853,,,"0",HU,25 166 113
"01","106","009",790.6140836081,DEL VALLE,RIO CAURA 437,"2",HU,01 106 009
"25","166","116",59.14342305031,,,"0",HU,25 166 116
"01","152","005",1497.196317782,DEL VALLE,RIO RHIN PTE 214,"2",HU,01 152 005
"01","152","025",1546.297879429,DEL VALLE,RIO NILO PTE 223,"1",HU,01 152 025
"01","152","006",1486.360112633,DEL VALLE,RIO RHIN 212,"1",HU,01 152 006
"01","152","026",1524.672083961,DEL VALLE,RIO NILO PTE 221,"1",HU,01 152 026
"01","152","007",1497.697060085,,RIO RHIN 210,"1",HU,01 152 007
"01","152","027",1492.978365623,DEL VALLE,RIO NILO PTE 217,"2",HU,01 152 027
"01","152","008",1481.108201418,DEL VALLE,RIO RHIN PTE 206,"1",HU,01 152 008
"01","152","013",1509.256382662,DEL VALLE,RIO NILO 215,"1",HU,01 152 013
"01","152","009",1513.908399176,,RIO RHIN 204,"1",HU,01 152 009
"01","152","028",1501.399755899,DEL VALLE,RIO NILO 211,"1",HU,01 152 028
"01","152","030",1504.272453268,,BALSAS 402,"2",HU,01 152 030
"01","152","011",871.930516493,DEL VALLE,RIO BALSAS 450,"2",HU,01 152 011
"01","152","001",768.0155309228,,,"0",HU,01 152 001
"01","152","003",904.4271598909,DEL VALLE,RIO SUCHIATE 401,"2",HU,01 152 003
"01","107","012",1045.499985796,,RIO DANUBIO PTE 501 VALLE,"1",HU,01 107 012
"01","107","001",856.1097983608,DEL VALLE,RIO DANUBIO 523,"1",HU,01 107 001
"01","107","004",890.4254648457,DEL VALLE,RIO CAURA PTE 580,"1",HU,01 107 004
"01","107","006",869.2179374682,DEL VALLE,RIO CAURA,"0",BU,01 107 006
"01","107","013",421.9675100739,DEL VALLE,RIO DANUBIO 511,"2",HU,01 107 013
"01","107","008",874.7612141868,,RIO CAURA 550 DEL VALLE,"1",HU,01 107 008
"01","107","005",858.8907582446,DEL VALLE,RIO DANUBIO 507,"1",HU,01 107 005
"01","107","010",875.9994106263,DEL VALLE,RIO CAURA 502,"1",HU,01 107 010
"01","107","007",866.6687676407,DEL VALLE,RIO DANUBIO PTE 505,"1",HU,01 107 007
"01","107","009",870.8866075404,DEL VALLE,RIO DANUBIO 503,"1",HU,01 107 009
"01","107","003",417.6319943123,DEL VALLE,RIO DANUBIO SUR 509,"3",HU,01 107 003
"01","123","002",785.2274453225,,MARNE 301,"2",HU,01 123 002
"01","123","012",1043.066761599,DEL VALLE,RIO DANUBIO 500 Y TAMESIS,"1",HU,01 123 012
"01","123","011",1022.543946931,,RIO VOLGA PTE 501,"2",HU,01 123 011
"01","106","007",342.7729396688,DEL VALLE,RIO CAURA 441 Y 445,"2",HM,01 106 007
"01","109","018",930.1351726457,,RIO DANUBIO 329 DEL VALLE,"1",HU,01 109 018
"01","109","019",852.7388026208,DEL VALLE,RIO DANUBIO 301,"1",HU,01 109 019
"01","123","003",1732.397552338,VALLE,RIO VOLGA Y RIO DANUBIO 580,"1",HU,01 123 003
"01","123","001",777.4249622793,DEL VALLE,RIO VOLGA Y RIO MARNE,"2",C,01 123 001
"01","123","006",992.2692703162,DEL VALLE,RIO DANUBIO PTE 530,"1",HU,01 123 006
"01","123","008",1118.579115538,DEL VALLE,RIO DANUBIO PTE 520,"2",HU,01 123 008
"01","123","005",753.1348334392,DEL VALLE,RIO VOLGA PTE 555,"2",HU,01 123 005
"01","123","010",853.892518139,DEL VALLE,RIO DANUBIO PTE 510,"1",HU,01 123 010
"01","123","007",619.0507547852,DEL VALLE,RIO VOLGA 525,"2",HU,01 123 007
"01","123","009",870.7201129165,,RIO VOLGA 505 DEL VALLE,"1",HU,01 123 009
"01","134","014",908.6687357314,DEL VALLE,TAMESIS SUR 306,"1",HU,01 134 014
"01","134","011",876.6808108093,DEL VALLE,RIO VOLGA PTE 504,"1",HU,01 134 011
"01","134","008",883.3266581876,DEL VALLE,RIO RHIN 503,"1",HU,01 134 008
"01","134","010",876.2204160909,DEL VALLE,RIO VOLGA PTE 506,"2",HU,01 134 010
"01","109","010",1509.534852867,,CALZADA DEL VALLE PTE 302 DEL VALLE,"1",HU,01 109 010
"01","109","009",1494.430060552,,,"0",HU,01 109 009
"01","125","021",825.0550212665,DEL VALLE,DANUBIO Y SUCHIATE 204,"2",HU,01 125 021
"01","125","001",920.7905754975,,RIO VOLGA 333 DEL VALLE,"1",HU,01 125 001
"01","125","020",733.8305039481,,DANUBIO 398 Y BRAVO,"1",HU,01 125 020
"01","125","004",1499.452241468,DEL VALLE,RIO DANUBIO PTE 390,"1",HU,01 125 004
"01","125","006",1518.76853057,,DANUBIO 388,"1",HU,01 125 006
"01","125","019",726.6545207919,VALLE,RIO BRAVO SUR 205,"1",HU,01 125 019
"01","125","015",608.8956193018,,RIO BRAVO SUR 207,"1",HU,01 125 015
"01","125","003",1509.344380823,DEL VALLE,VOLGA PTE 315,"2",HU,01 125 003
"01","125","018",1518.1631439,,VOLGA 309,"1",HU,01 125 018
"01","125","007",1490.20737431,,VOLGA 307 Y SUCHIATE,"1",HU,01 125 007
"01","125","009",3010.877971655,DEL VALLE,RIO VOLGA 305,"0",BU,01 125 009
"01","125","024",1215.161317352,,,"0",HU,01 125 024
"01","137","007",1310.069825178,DEL VALLE,RIO RHIN PTE 670,"1",HU,01 137 007
"01","126","017",843.2558102044,DEL VALLE,DANUBIO PTE 234 Y SUCHIATE,"2",HU,01 126 017
"01","126","015",799.4557204674,,BALSAS 200 Y DANUBIO,"1",HU,01 126 015
"01","126","014",753.5641857289,DEL VALLE,BALSAS 210 Y VOLGA,"1",HU,01 126 014
"01","126","001",777.1685912005,DEL VALLE,VOLGA PTE 235,"2",HU,01 126 001
"01","126","003",1488.98501122,VALLE,SUCHIATE SUR 205,"2",HU,01 126 003
"01","126","018",768.9659022646,DEL VALLE,RIO DANUBIO PTE 230,"2",HU,01 126 018
"01","126","002",791.8128937052,DEL VALLE,SUCHIATE SUR 207,"1",HU,01 126 002
"01","126","013",775.3420626319,DEL VALLE,BALSAS 208,"2",HU,01 126 013
"01","126","011",1510.717766835,DEL VALLE,DANUBIO 202,"1",HU,01 126 011
"01","126","010",1499.300127347,,VOLGA 203 PTE,"1",HU,01 126 010
"01","126","016",730.0094982222,DEL VALLE,BALSAS 204,"2",HU,01 126 016
"01","126","021",980.5116008826,,,"0",HU,01 126 021
"01","126","009",1500.942624383,,VOLGA 205,"1",HU,01 126 009
"01","126","006",1483.875062267,DEL VALLE,DANUBIO 220,"1",HU,01 126 006
"01","134","007",872.4070081037,DEL VALLE,RIO RHIN 505,"2",HU,01 134 007
"01","134","006",882.8603077295,DEL VALLE,RIO RHIN 505,"1",HU,01 134 006
"01","149","002",609.9918131908,DEL VALLE,RIO RHIN 555 Y RIO MARNE,"2",S,01 149 002
"01","149","014",664.7580701131,DEL VALLE,RIO RHIN PTE 506,"2",HU,01 149 014
"01","149","013",674.5204974734,DEL VALLE,RIO NILO 501,"2",HU,01 149 013
"01","149","001",662.4839468876,DEL VALLE,RIO NILO 535,"1",C,01 149 001
"01","149","004",502.5456239147,DEL VALLE,RIO RHIN PTE 514,"1",HU,01 149 004
"01","149","006",494.5391165116,DEL VALLE,RIO RHIN 512,"1",HU,01 149 006
"01","149","003",529.9417439723,DEL VALLE,RIO NILO 515,"1",HU,01 149 003
"01","149","008",500.1767126407,DEL VALLE,RIO RHIN 524,"1",HU,01 149 008
"01","149","005",522.5469698702,DEL VALLE,RIO NILO 513,"1",HU,01 149 005
"01","149","010",499.9551880085,DEL VALLE,RIO RHIN PTE 520,"1",HU,01 149 010
"01","125","013",953.9149859574,DEL VALLE,VOLGA 301 Y SUCHIATE,"2",HU,01 125 013
"01","125","023",637.863509123,DEL VALLE,RIO SUCHATE SUR 210,"1",BU,01 125 023
"01","125","017",767.0346889364,DEL VALLE,SUCHIATE SUR 206,"2",HU,01 125 017
"01","136","022",1500.577284456,,,"0",HU,01 136 022
"01","136","013",887.0626216058,DEL VALLE,RIO RHIN 301,"2",HU,01 136 013
"01","136","001",768.7555048876,,RIO RHIN 391,"2",HU,01 136 001
"01","136","023",1492.903517067,,,"1",HU,01 136 023
"01","136","015",763.5204551743,DEL VALLE,RIO BRAVO 303,"2",HU,01 136 015
"01","136","003",1512.79569791,,RIO RHIN PTE 333 VALLE,"1",A,01 136 003
"01","136","016",1486.342050574,DEL VALLE,RIO VOLGA PTE 312,"1",HU,01 136 016
"01","136","056",1076.662929282,DEL VALLE,RIO RHIN 331,"2",HU,01 136 056
"01","136","008",1496.706474854,DEL VALLE,RIO VOLGA PRE 308,"2",HU,01 136 008
"01","136","060",376.5021179397,,RIO RHIN INT 307-A DEL VALLE,"2",HU,01 136 060
"01","136","062",318.981767902,DEL VALLE,RIO RHIN 307,"2",HU,01 136 062
"01","126","020",500.16933576,DEL VALLE,DANUBIO,"1",HU,01 126 020
"01","126","007",1508.831677402,,VOLGA PTE 215,"1",HU,01 126 007
"01","126","012",1501.800525133,,VOLGA 223 PTE DEL VALLE,"2",HU,01 126 012
"01","126","005",1520.641656988,,RIO DANUBIO 224 DEL VALLE,"2",HU,01 126 005
"01","126","004",1501.020419198,,VOLGA 225,"1",HU,01 126 004
"01","126","019",1486.562285012,DEL VALLE,RIO VOLGA 227,"1",HU,01 126 019
"01","126","008",1525.360759894,DEL VALLE,DANUBIO 210,"1",HU,01 126 008
"01","110","003",926.0405191356,DEL VALLE,CALZADA DEL VALLE 298,"1",S,01 110 003
"01","110","013",3411.813118969,DEL VALLE,RIO BALSAS 100,"2",S,01 110 013
"01","110","014",749.1742033654,,RIO BALSAS 110 DEL VALLE,"1",S,01 110 014
"01","110","001",764.7950077257,DEL VALLE,RIO SUCHIATE 123,"2",HU,01 110 001
"01","110","002",655.5760444926,DEL VALLE,RIO SUCHIATE 105,"2",BU,01 110 002
"01","149","007",525.6117228559,DEL VALLE,RIO NILO 511 DEL VALLE,"2",HU,01 149 007
"01","149","016",494.8555600526,DEL VALLE,RIO RHIN 516,"1",HU,01 149 016
"01","149","009",517.5655794405,DEL VALLE,RIO NILO 509 DEL VALLE,"1",HU,01 149 009
"01","149","012",510.0959798651,DEL VALLE,RIO RHIN PTE 518,"1",HU,01 149 012
"01","149","015",508.7739000358,DEL VALLE,RIO NILO 507,"1",HU,01 149 015
"01","149","018",501.178272429,DEL VALLE,RIO RHIN 510,"2",HU,01 149 018
"01","149","011",522.2923750766,DEL VALLE,RIO NILO 505 DEL VALLE,"1",HU,01 149 011
"01","149","017",505.7006505179,DEL VALLE,RIO NILO PTE 503,"2",HU,01 149 017
"01","156","002",676.3323258431,DEL VALLE,RIO NILO 590,"1",S,01 156 002
"01","156","027",422.7929296278,DEL VALLE,RIO NILO 500 DEL VALLE,"2",HU,01 156 027
"01","156","016",656.6158439737,DEL VALLE,RIO ELBA 501,"1",HU,01 156 016
"01","156","001",551.3812114525,DEL VALLE,,"2",S,01 156 001
"01","156","006",515.5957902974,DEL VALLE,RIO NILO PTE 574,"1",HU,01 156 006
"01","156","008",513.7106280689,DEL VALLE,RIO NILO PTE 520,"1",HU,01 156 008
"01","136","009",1182.298877486,,RIO RHIN 305,"1",HU,01 136 009
"01","136","061",322.1615208831,DEL VALLE,RIO RHIN 309,"2",HU,01 136 061
"01","136","059",373.9927035551,,RIO RHIN INTERIOR,"2",HU,01 136 059
"01","136","011",1214.603030364,DEL VALLE,RIO RHIN 303,"1",HU,01 136 011
"01","151","022",745.0969899125,,,"0",HU,01 151 022
"01","151","009",503.627402998,,RIO RHIN Y SUCHIATE 300,"1",HU,01 151 009
"01","151","018",468.3761873694,DEL VALLE,RIO NILO 301,"1",HU,01 151 018
"01","151","001",741.8197513527,DEL VALLE,RIO NILO 395 VALLE,"1",HU,01 151 001
"01","151","011",1504.089903106,DEL VALLE,RHIN 314,"1",HU,01 151 011
"01","151","012",3638.223350298,,RHIN 310,"1",HU,01 151 012
"01","151","002",1492.560557121,DEL VALLE,RIO NILO 357 DEL VALLE,"1",HU,01 151 002
"01","151","004",1507.066994771,,,"0",HU,01 151 004
"01","151","003",1504.752732771,DEL VALLE,NILO 355,"1",BU,01 151 003
"01","156","005",552.1765481185,DEL VALLE,,"2",HM,01 156 005
"01","156","007",496.6499119359,DEL VALLE,RIO ELVA PTE 521,"1",HU,01 156 007
"01","156","010",519.8540010079,DEL VALLE,RIO NILO 516,"2",HU,01 156 010
"01","156","009",503.3105238144,DEL VALLE,RIO ELBA PTE 517,"2",HU,01 156 009
"01","156","012",515.3220246636,DEL VALLE,RIO NILO PTE 512,"2",HU,01 156 012
"01","156","011",501.8566159369,DEL VALLE,RIO ELBA 513,"2",HU,01 156 011
"01","156","023",522.7614832486,DEL VALLE,RIO NILO 510,"2",EC,01 156 023
"01","156","013",497.8692048745,DEL VALLE,RIO ELBA 509,"2",BU,01 156 013
"01","156","014",514.3759073293,DEL VALLE,RIO NILO 508,"2",HU,01 156 014
"01","156","015",502.0587508884,DEL VALLE,RIO ELBA,"0",BU,01 156 015
"01","156","026",258.997354821,DEL VALLE,RIO NILO 504,"2",HU,01 156 026
"01","156","003",545.3823491836,DEL VALLE,,"2",HM,01 156 003
"01","163","027",324.2469802912,DEL VALLE,RIO ELBA 572,"2",HM,01 163 027
"01","151","021",773.1154125248,,RIO BRAVO SUR 423VALLE,"1",HU,01 151 021
"01","151","010",749.6376921586,DEL VALLE,RHIN 316,"2",HU,01 151 010
"01","151","008",684.7499325999,DEL VALLE,RIO SUCHIATE 450,"1",HU,01 151 008
"01","151","007",1503.637366674,DEL VALLE,RIO RHIN PTE 304,"1",HU,01 151 007
"01","151","019",483.7603273854,,RHIN PTE 302 DEL VALLE,"1",HU,01 151 019
"01","151","020",566.1899064121,DEL VALLE,SUCHIATE 404,"1",HU,01 151 020
"01","151","017",417.9429714827,DEL VALLE,NILO PTE 303,"1",HU,01 151 017
"01","151","013",872.2888639897,,RIO RHIN 306,"1",HU,01 151 013
"01","136","057",402.1787859268,DEL VALLE,RIO RHIN PTE 331,"2",HU,01 136 057
"01","158","002",408.5999816061,DEL VALLE,RIO NILO 330,"1",HU,01 158 002
"01","158","014",633.4150081746,DEL VALLE,RIO NILO 300,"1",HU,01 158 014
"01","158","024",326.6412295015,DEL VALLE,RIOSUCHIATE 510 SUR,"2",HU,01 158 024
"01","158","001",328.5274550318,DEL VALLE,RIO ELBA 397,"2",HU,01 158 001
"01","158","004",498.7935093278,DEL VALLE,RIO ELBA 389 DEL VALLE,"1",HU,01 158 004
"01","163","012",631.439959136,DEL VALLE,RIO ELBA 512,"1",HU,01 163 012
"01","163","011",652.1147031553,DEL VALLE,RIO SENA PTE 501 DEL VALLE,"1",HU,01 163 011
"01","163","026",317.904504637,DEL VALLE,RIO ELBA 570,"2",HU,01 163 026
"01","163","017",319.2918445802,DEL VALLE,RIO SENA PTE 563,"2",HU,01 163 017
"01","163","020",262.0718459544,DEL VALLE,RIO ELBA 570,"2",HU,01 163 020
"01","163","021",250.7517639872,DEL VALLE,RIO ELBA 562,"2",HU,01 163 021
"01","163","023",255.9211647889,DEL VALLE,RIO SENA PTE 559,"2",HM,01 163 023
"01","163","024",503.6177235317,DEL VALLE,RIO ELVA 566,"1",HU,01 163 024
"01","163","018",249.6649855962,DEL VALLE,RIO ELBA,"2",HM,01 163 018
"01","163","019",250.0197056469,DEL VALLE,RIO SENA,"2",HU,01 163 019
"01","163","001",507.6023563042,DEL VALLE,ELBA 560,"1",HU,01 163 001
"01","163","022",247.7557727506,DEL VALLE,RIO SENA 567,"2",HU,01 163 022
"01","163","004",507.4293938586,DEL VALLE,ELBA 550,"1",HU,01 163 004
"01","163","002",506.6452957794,DEL VALLE,,"1",HU,01 163 002
"01","163","006",506.7608781925,DEL VALLE,RIO ELBA PTE 540,"1",HU,01 163 006
"01","158","003",415.9637492391,,,"0",HU,01 158 003
"01","158","016",504.0517228838,DEL VALLE,RIO ELBA PTE 361,"1",HU,01 158 016
"01","158","017",504.9546797441,DEL VALLE,RIO NILO 316,"1",HU,01 158 017
"01","158","013",335.2115471978,DEL VALLE,RIO SUCHIATE 504,"2",HU,01 158 013
"01","158","012",493.6607474943,DEL VALLE,RIO NILO 302,"2",HU,01 158 012
"01","158","011",511.5313721877,DEL VALLE,RIO ELBA PTE 303,"1",HU,01 158 011
"01","158","009",507.4904760359,DEL VALLE,RIO ELBA 311,"1",HU,01 158 009
"01","158","008",986.29640952,DEL VALLE,RIO NILO 320,"1",HU,01 158 008
"01","158","007",502.6082732438,DEL VALLE,RIO ELBA PTE 325,"1",HU,01 158 007
"01","158","021",490.746669066,,,"0",HU,01 158 021
"01","158","020",504.2933929472,DEL VALLE,RIO ELBA 341,"1",HU,01 158 020
"01","158","018",509.5339862515,DEL VALLE,RIO ELBA,"2",HU,01 158 018
"01","158","006",412.1750980296,DEL VALLE,RIO NILO 324,"2",HU,01 158 006
"01","158","015",515.1194365117,DEL VALLE,RIO ELBA,"1",HU,01 158 015
"01","158","005",402.7346330523,DEL VALLE,RIO NILO 326,"2",HU,01 158 005
"01","163","003",510.7221642522,DEL VALLE,RIO SENA 555,"1",HU,01 163 003
"01","163","008",501.552623215,DEL VALLE,RIO ELBA PTE 508,"1",HU,01 163 008
"01","163","005",513.2018024238,DEL VALLE,SENA PTE 545 DEL VALLE,"1",HU,01 163 005
"01","163","010",497.5410095223,DEL VALLE,RIO ELBA PTE 504,"1",HU,01 163 010
"01","163","007",513.1914613594,DEL VALLE,RIO SENA 505,"1",HU,01 163 007
"01","163","009",510.4953450137,DEL VALLE,RIO SENA 503 DEL VALLE,"1",HU,01 163 009
"01","163","025",311.9584719688,DEL VALLE,RIO SENA PTE 561,"2",HU,01 163 025
"01","169","001",7052.733168469,DEL VALLE,,"1",C,01 169 001
"01","169","018",964.1991896294,DEL VALLE,RIO SENA 500,"2",S,01 169 018
"01","169","017",1027.226482665,DEL VALLE,VASCONCELOSS 501,"3",C,01 169 017
"01","169","009",785.5559601013,,,"3",C,01 169 009
"01","169","010",407.2203691818,DEL VALLE,RIO SENA 580,"2",HU,01 169 010
"01","169","014",403.2207187155,DEL VALLE,RIO SENA 530,"2",HU,01 169 014
"01","169","019",391.3412064071,DEL VALLE,RIO SENA 570,"2",HM,01 169 019
"01","158","026",326.7014503851,DEL VALLE,RIO ELBA PTE 395,"2",HU,01 158 026
"01","165","025",351.6757149061,DEL VALLE,,"2",HM,01 165 025
"01","165","032",39.01939353854,DEL VALLE,RIO SUCHIATE DEL VALLE,"1",S,01 165 032
"01","165","001",341.2788554208,DEL VALLE,,"2",HM,01 165 001
"01","165","027",325.3820029857,DEL VALLE,,"2",HM,01 165 027
"01","165","010",505.5100705761,DEL VALLE,RIO ELBA 346,"1",HU,01 165 010
"01","165","012",499.5312170153,DEL VALLE,RIO ELBA 344,"1",HU,01 165 012
"01","165","036",251.3693563577,DEL VALLE,RIO SENA 335,"1",HU,01 165 036
"01","165","014",500.4088672714,DEL VALLE,RIO ELBA OTE 342,"1",HU,01 165 014
"01","165","011",495.386593143,DEL VALLE,RIO SENA 425,"1",HU,01 165 011
"01","165","016",507.2221514592,DEL VALLE,RIO ELBA 310 VALLE,"2",HU,01 165 016
"01","165","015",499.4855456106,DEL VALLE,RIO SENA PTE 415,"1",HU,01 165 015
"01","165","029",132.2397577752,DEL VALLE,RIO ELBA 304,"2",HU,01 165 029
"01","165","030",124.6595458765,DEL VALLE,RIO ELBA DEL VALLE,"2",HU,01 165 030
"01","165","035",215.477700805,DEL VALLE,RIO SUCHIATE,"2",HU,01 165 035
"01","169","012",775.4556669084,,,"2",HM,01 169 012
"01","169","011",749.8366206155,DEL VALLE,VASCONECLOS 507,"3",C,01 169 011
"01","169","020",385.8580743611,DEL VALLE,RIO SENA 520,"2",HU,01 169 020
"01","170","002",631.2496267026,DEL VALLE,RIO TAMESIS 601,"1",HU,01 170 002
"01","170","020",234.7714077914,DEL VALLE,RIO SENA PTE 400,"2",HU,01 170 020
"01","170","019",794.7173364882,DEL VALLE,VASCONCELOS 401,"1",S,01 170 019
"01","170","005",660.2317480585,DEL VALLE,VASCONCELOS 475,"2",C,01 170 005
"01","170","001",565.58038087,DEL VALLE,VASCONCELOS 607,"1",C,01 170 001
"01","170","004",628.6905565173,DEL VALLE,RIO SENA 480,"2",HM,01 170 004
"01","170","006",768.8000325708,DEL VALLE,RIO SENA 476,"0",S,01 170 006
"01","170","003",1185.793835564,DEL VALLE,VASCONCELOS 995,"2",C,01 170 003
"01","170","021",600.0412584012,DEL VALLE,RIO TAMEZIS 605 DEL VALLE,"0",HU,01 170 021
"01","170","016",662.5097932769,DEL VALLE,RIO SENA PTE 410,"1",HU,01 170 016
"01","165","017",497.7536894166,DEL VALLE,RIO SENA 407,"2",HU,01 165 017
"01","165","024",316.4967572159,DEL VALLE,RIO SENA 403,"2",HM,01 165 024
"01","165","003",741.2008700447,DEL VALLE,,"2",HM,01 165 003
"01","165","008",747.6330292411,DEL VALLE,RIO SENA PTE 359,"2",HM,01 165 008
"01","165","004",1519.085356977,DEL VALLE,,"2",HM,01 165 004
"01","165","009",252.0936852779,DEL VALLE,RIO SERNA 337,"1",HU,01 165 009
"01","165","028",120.0124452582,DEL VALLE,RIO ELBA 306,"2",HU,01 165 028
"01","165","031",125.3510336864,DEL VALLE,RIO ELBA 300,"2",HU,01 165 031
"01","165","034",35.2118753749,DEL VALLE,RIO SUCHIATE DEL VALLE,"1",S,01 165 034
"01","165","033",21.32808485334,DEL VALLE,RIO SUCHIATE,"1",S,01 165 033
"01","171","001",860.2793200939,DEL VALLE,VASCONCELOS 398,"2",C,01 171 001
"01","171","013",1168.305800988,DEL VALLE,PRIV SUCHIATE SUR 110,"2",C,01 171 013
"01","171","042",137.95749055,DEL VALLE,RIO BRAVO SUR 705,"2",HU,01 171 042
"01","171","010",280.9038339574,DEL VALLE,RIO SENA PTE 350,"2",HU,01 171 010
"01","170","015",634.9288955055,DEL VALLE,VASCONCELOS L 15 M 126 A,"1",S,01 170 015
"01","170","008",732.8599226994,DEL VALLE,RIO SENA L 8 M 126 A,"1",HU,01 170 008
"01","170","010",739.2349373483,DEL VALLE,SENA,"1",HU,01 170 010
"01","170","007",655.6547723033,DEL VALLE,VASCONCELOS PTE 465,"2",C,01 170 007
"01","170","009",650.7106710213,DEL VALLE,VASCONCELOS 455,"2",C,01 170 009
"01","170","012",723.4465786668,DEL VALLE,RIO SENA PTE 456,"0",S,01 170 012
"01","170","014",672.1673305749,DEL VALLE,RIO SENA,"0",S,01 170 014
"01","170","011",580.1654954361,,,"2",S,01 170 011
"01","170","013",704.9261476729,DEL VALLE,VASCONCELOS 449,"2",S,01 170 013
"01","170","023",194.3525342047,DEL VALLE,RIO BRAVO SUR 710,"2",C,01 170 023
"01","170","017",632.0530897861,DEL VALLE,VASCONCELOS 445,"1",C,01 170 017
"01","170","022",353.4881050026,,,"0",HU,01 170 022
"01","164","002",305.7760252286,,,"0",HU,01 164 002
"01","164","001",633.0485733599,DEL VALLE,SENA 495 VALLE,"1",HU,01 164 001
"01","171","004",703.5519092028,DEL VALLE,,"3",HM,01 171 004
"01","171","003",702.1607807923,DEL VALLE,,"3",S,01 171 003
"01","171","046",118.1376243922,DEL VALLE,RIO BRAVO SUR 715,"2",S,01 171 046
"01","171","045",142.7823157912,DEL VALLE,RIO BRAVO 713,"2",HU,01 171 045
"01","171","002",138.326135058,DEL VALLE,RIO BRAVO SUR 711,"2",HU,01 171 002
"01","171","043",142.4978806335,DEL VALLE,RIO BARVO SUR 709 DEL VALLE,"2",HU,01 171 043
"01","171","044",142.2245327084,DEL VALLE,RIO BRAV0 SUR 707,"2",HU,01 171 044
"01","171","006",751.8419447757,DEL VALLE,,"3",HM,01 171 006
"01","171","033",2400.891249925,DEL VALLE,,"2",C,01 171 033
"01","171","008",785.1018756553,DEL VALLE,,"3",HM,01 171 008
"01","171","047",281.2923506868,DEL VALLE,RIO SENA PTE 368 DEL VALLE,"2",HU,01 171 047
"01","171","048",280.8323222573,DEL VALLE,SENA PTE 366,"2",HU,01 171 048
"01","171","012",880.48057074,DEL VALLE,,"3",HM,01 171 012
"01","164","019",1282.215508935,DEL VALLE,RIO SENA 401 PTE,"1",HU,01 164 019
"01","164","008",509.6270371385,DEL VALLE,RIO ELBA PTE 460,"1",HU,01 164 008
"01","164","030",264.3023698687,DEL VALLE,ELBA 450,"2",HU,01 164 030
"01","164","009",494.4406867977,DEL VALLE,RIO SENA 455 DEL VALLE,"2",HU,01 164 009
"01","164","007",500.378813298,DEL VALLE,RIO SENA 465,"1",HU,01 164 007
"01","164","011",500.3682868344,DEL VALLE,RIO SENA 445 DEL VALLE,"1",HU,01 164 011
"01","164","014",517.1420118961,DEL VALLE,RIO ELBA PTE 430,"1",HU,01 164 014
"01","164","012",511.8128793742,DEL VALLE,RIO ELBA PTE 436,"2",HU,01 164 012
"01","164","016",512.3732078221,DEL VALLE,RIO ELBA 420,"1",HU,01 164 016
"01","164","015",502.1713014785,DEL VALLE,RIO SENA PTE 419,"2",HU,01 164 015
"01","164","018",509.84794491,DEL VALLE,RIO ELBA PTE 410,"2",HU,01 164 018
"01","164","017",512.7620329653,DEL VALLE,SENA 417,"1",HU,01 164 017
"01","164","010",259.3029433005,DEL VALLE,RIO ELBA 440 PTE VALLE,"2",HU,01 164 010
"01","164","003",497.6237358038,DEL VALLE,SENA 485,"2",HU,01 164 003
"01","171","011",882.462061777,DEL VALLE,VASCONCELOS 333,"2",C,01 171 011
"01","174","013",672.6219146343,,R RODANO SUR 800 DEL VALLE,"1",HU,01 174 013
"01","174","012",691.9924936501,DEL VALLE,VASCONCELOS 202,"2",C,01 174 012
"01","174","015",501.5616288572,,RIO TAJO 250 VALLE,"1",HU,01 174 015
"01","174","024",253.5711356148,DEL VALLE,RIO TAJO 248-A,"2",HU,01 174 024
"01","174","003",536.2706826925,,VASCONCELOS 252 VALLE,"3",C,01 174 003
"01","174","016",259.1209435686,DEL VALLE,RIO TAJO 248,"2",HU,01 174 016
"01","174","022",409.5622666971,DEL VALLE,TAJO PTE 246,"2",HU,01 174 022
"01","174","004",570.7283428894,,VASCONCELOS 250,"3",C,01 174 004
"01","174","006",420.5908730695,DEL VALLE,TAJO 244,"1",HU,01 174 006
"01","174","020",440.4091105356,DEL VALLE,RIO TAJO 242,"1",HU,01 174 020
"01","174","005",1040.242605656,BOSQUES DEL VALLE,AVE VASCONCELOS L23 M70,"0",C,01 174 005
"01","174","021",438.9554647732,DEL VALLE,TAJO 240,"1",HU,01 174 021
"01","164","031",295.8569202022,,,"0",HU,01 164 031
"01","164","032",294.7370258826,,,"0",HU,01 164 032
"01","164","006",530.00399517,DEL VALLE,RIO ELBA 470,"1",HU,01 164 006
"01","164","004",295.3049661276,,,"0",HU,01 164 004
"01","157","019",618.4958335623,DEL VALLE,RIO ELBA 401DEL VALLEE,"1",HU,01 157 019
"01","157","011",500.3112647583,DEL VALLE,RIO ELBA 445,"1",HU,01 157 011
