REGION,MANZANA,LOTE,SHAPE_Area,RML,NOMBRE_COL,CALLE,NIVELES,US_ACT2016
"04","056","011",245.650754366,04 056 011,RINCON SAN FRANCISCO,PADRE MIER L11 M56,"0",BU
"04","056","010",213.820990892,04 056 010,RINCON SAN FRANCISCO,PADRE MIER L10 M56,"0",BU
"13","088","009",453.966493427,13 088 009,LOMAS DEL VALLE,MORALILLO 203,"2",HU
"13","088","007",465.866235212,13 088 007,,PILON 218,"1",HU
"13","088","004",449.426038209,13 088 004,LOMAS DEL VALLE,SUCHIATE 860,"2",HU
"13","088","010",305.671771922,13 088 010,LOMAS DEL VALLE,PILON 220,"1",HU
"13","087","013",497.550380983,13 087 013,,MORALILLO Y CONVENTO 215,"1",HU
"25","214","022",505.608819698,25 214 022,EL OBISPO,ADAN HERNANDEZ ROJAS 409 ABCD,"2",HM
"25","050","001",17532.1189766,25 050 001,,,"0",EU
"25","098","010",303.819909332,25 098 010,REVOLUCION III,PLAN DE AYALA L10 M98,"2",HM
"25","164","001",277.613405483,25 164 001,EL OBISPO II,JUAN SARABIA L1 M164,"2",M1
"09","005","002",25656.0617567,09 005 002,,,"0",S
"25","215","011",371.747331419,25 215 011,EL OBISPO,EMILIANO ZAPATA 520 AB,"2",HU
"09","009","195",5561.94433186,09 009 195,,,"0",HU
"09","009","059",1131.45434854,09 009 059,,PORFIRIO DIAZ 1000,"2",S
"09","009","202",1397.45790881,09 009 059,,PORFIRIO DIAZ 1000,"2",S
"09","009","144",902.140005548,09 009 144,,PORFIRIO DIAZ L144 L9,"0",BU
"09","009","143",1093.35957372,09 009 143,,PORFIRIO DIAZ,"0",BU
"09","009","142",1158.06134794,09 009 142,,PORFIRIO DIAZ,"0",BU
"09","009","141",918.045237704,09 009 141,,PORFIRIO DIAZ L141 M9,"0",BU
"09","009","140",1152.22188157,09 009 140,,AV STA BARBARA Y P DIAZ,"0",BU
"09","009","145",2317.60734919,09 009 146,,,"2",HM
"25","002","005",102.138696361,25 002 005,FOMERREY 22,COBRE 526,"3",S
"25","002","006",108.606520915,25 002 006,FOMERREY 22,COBRE 524,"3",S
"25","048","021",124.417705692,25 048 021,FOMERREY 22,LAS TORRES 807,"1",C
"23","053","004",456.288220103,23 053 004,,,"0",HU
"23","053","005",489.990744391,23 053 005,,,"0",HU
"23","052","011",673.321806166,23 052 011,,MONTE CERVINO L11,"0",BU
"23","052","010",715.105573551,23 052 010,,MONTE CERVINO L10 M52,"0",BU
"23","052","009",682.132911894,23 052 009,MONTA/A,MONTE CERVINO L9M52,"0",BU
"23","052","012",756.249171689,23 052 012,,MONTE CERVINO L 12 M 52,"0",BU
"23","039","012",3611.66759139,23 039 012,,,"0",EA
"23","039","015",954.993585074,23 039 015,,,"0",HU
"23","056","005",1624.83545474,23 056 002,VILLA MONTA/A,MONTE HUASCARAN 528,"0",HU
"23","056","004",3629.04321184,23 056 004,,,"0",HU
"08","045","005",1018.67463086,08 045 005,LOMAS DEL ROSARIO,LOMAS DEL ROSARIO 110,"2",HU
"08","043","015",2034.86091279,08 043 015,,PRIV EL ROSARIO 600,"2",HU
"08","043","016",1265.81367378,08 043 016,,NEIL AMSTRONG,"0",HU
"08","006","003",1930.25536768,08 006 003,EL ROSARIO,PRIVADA DALILA L3 M6,"0",BU
"08","008","038",766.986951424,08 008 038,,PRIV STA CECILIA,"0",BU
"08","008","023",2465.47206078,08 008 023,,CALZ DEL ROSARIO 400,"1",HU
"08","043","060",419.960523732,08 043 060,,,"0",EA
"08","043","010",9859.49593518,08 043 010,,,"0",BU
"08","008","032",3555.2521505,08 008 032,,PRIV STA CECILIA,"0",BU
"08","008","050",844.550581332,08 011 009,EL ROSARIO,AV ALFONSO REYES,"0",BU
"08","008","064",1037.58808416,08 008 064,,PRIV MARGARITA 109 EL ROSARIO,"0",HU
"08","008","074",643.346254299,08 008 074,,,"0",BU
"13","009","031",198.79309075,13 009 031,LOMAS DEL VALLE,CALLE PRIVADA L31 A INT,"0",HU
"13","009","032",321.663931658,13 009 032,LOMAS DEL VALLE,AV L DEL VALLE 770,"0",HU
"13","008","010",374.816009078,13 008 010,LOMAS DEL VALLE,SUCHIATE 803,"2",HU
"13","008","001",143.759514091,13 008 001,,SUCHIATE,"2",HU
"13","019","010",572.994356399,13 019 010,B DEL VALLE,B DE CHAPULTEPEC,"0",BU
"13","019","011",605.706976183,13 019 011,,B DE CHAPULTEPEC L11 M19 B DEL VALL,"0",BU
"13","019","009",605.660274119,13 019 009,DEL VALLE,B DE CHAPULTEPEC,"3",BU
"13","274","044",566.765604132,13 274 044,BOSQUES DE LA SIERRA,PALMAS L44 M274,"0",BU
"13","274","045",2180.46561773,13 274 045,BOSQUES DE LA SIERRA,SIERRA CHICA 255,"0",HU
"13","274","053",1606.45277581,13 274 054,,,"2",HU
"05","110","012",824.782829961,05 110 012,,,"0",HU
"05","110","013",394.21269636,05 110 013,,CIRCUNVALACION,"3",HU
"05","110","001",425.272172937,05 110 001,,M MATAMOROS,"0",BU
"05","110","009",413.801912925,05 110 009,LA CIMA,LAS UVAS 58,"1",HU
"05","110","021",406.255116116,05 110 021,LA CIMA,LAS UVAS,"1",HU
"23","020","001",1181.32877342,23 020 001,VILLA MONTA/A,SIERRA SAGRA 122,"2",HU
"23","020","011",624.654538693,23 020 011,VILLA MONTA/A,SIERRA NEVADA 137,"2",HU
"05","093","012",743.304473159,05 093 012,JARD COLONIALES,M DE SN JACINTO 9,"2",HU
"05","108","015",567.022442668,05 108 015,LA CIMA,MATAMOROS 1000,"1",HU
"05","108","007",811.571755253,05 108 007,,GENARO GARZA GARCIA,"2",HU
"05","108","020",441.880277959,05 108 020,LA CIMA,GENARO GARZA GARCIA 943,"2",HU
"05","108","037",659.33068697,05 108 037,PRADOS DE LA SIERRA,MATAMOROS 936,"2",HU
"13","159","021",695.628457869,13 159 021,PEDREGAL DEL VALLE,CALLE PRIVADA L 5,"3",HU
"13","158","006",5330.04503983,13 158 006,,RUBI 10 PEDREGAL DEL VALLE,"2",HU
"13","158","018",1351.93234348,13 158 018,MANSION DEL ROSARIO,CALLE PRIVADA L18 M158,"0",BU
"13","158","019",711.109615749,13 158 019,DEL PEDREGAL,ONIX 110,"2",HU
"13","158","016",2542.74665372,13 158 016,DEL VALLE,PRIV MANSION DEL ROSARIO 263,"2",HU
"08","004","002",2386.64792037,08 004 002,HDA EL ROSARIO,AVE PARAISO 213,"1",HU
"08","004","011",1916.67798461,08 004 011,EL ROSARIO,AVE PARAISO 211,"2",HU
"08","004","007",1961.13035665,08 004 007,EL ROSARIO,AV PARAISO L7 M4,"2",BU
"08","004","013",2420.76664441,08 004 013,EL ROSARIO,AV PARAISO 215,"1",HU
"08","004","003",1671.85083556,08 004 003,,AVE PARAISO 221 H EL ROSARI,"2",HU
"08","003","004",1410.97324027,08 003 004,HACIENDA EL ROSARIO,PRIV FLORIDA 50,"2",HU
"23","028","015",309.65211725,23 028 015,,,"0",HU
"23","028","016",470.79397885,23 028 016,,S DE LA GAVIA L16 M28,"2",HU
"23","029","001",293.764909987,23 029 001,,MONTE EVEREST 101 V MONTA/A,"2",HU
"23","029","007",483.846751381,23 029 007,,MONTE EVEREST 121,"2",HU
"23","029","003",453.118237454,23 029 003,,M EVEREST L1,"2",HU
"23","029","006",288.165076516,23 029 006,,PRIV M EVEREST 103 V MONTA/,"2",HU
"23","029","005",565.173953843,23 029 005,,S DE MARIA L 5 M 29,"2",HU
"23","029","004",606.450009467,23 029 004,VILLA MONTA/A,SIERRA DE MARIA 109,"2",HU
"23","037","011",368.332417785,23 037 011,V MONTA/A,APENINOS L11 M37,"2",HU
"23","037","009",391.676697984,23 037 009,MIRAVALLE,APENINOS L 9 M 37,"2",HU
"23","037","007",325.549400953,23 037 007,VILLA MONTA/A,SIERRA DE MARIA L7 M37,"2",HU
"23","037","003",404.288916701,23 037 003,VILLA MONTA/A,SIERRA MARIA 166,"2",HU
"23","037","014",312.897935482,23 037 014,VILLA MONTA/A,APENINOS 139,"2",HU
"05","114","020",665.561438488,05 114 020,LA CIMA,CIRCUNVALACION HIMALAYA,"2",HU
"05","114","012",891.984079693,05 114 012,LA CIMA,CIPRESES 65,"1",HU
"05","114","019",313.90746568,05 114 019,LA CIMA,CIRCUNVALACION HIMALAYA L1 M10,"2",HU
"05","114","013",1073.00110931,05 114 013,LA CIMA,CIPRESES L13 M114,"2",HU
"05","114","031",300.945264516,05 114 031,LA CIMA,CIRC HIMALAYA 74,"2",HU
"23","016","001",917.539312009,23 016 001,VILLA MONTA/A,MONTE ROSA 168,"2",HU
"23","016","002",630.980129864,23 016 002,VILLA MONTA/A,M DE STA ELENA 152,"2",HU
"23","016","004",613.420272999,23 016 004,,MONTE ROSA 138 VILLA MONTA/A,"2",HU
"23","016","003",635.612801489,23 016 003,VILLA MONTA/A,MONTE ROSA 144,"2",HU
"05","113","002",1449.30117966,05 113 002,LA CIMA,LOMAS OTE 111,"1",HU
"05","113","003",555.318019937,05 113 003,LA CIMA,HIMALAYS SUR 21,"2",HU
"05","113","006",601.425362991,05 113 006,LA CIMA,LOMAS 25,"1",HU
"05","113","004",600.383427256,05 113 004,,LOMAS LC M6 LA CIMA,"1",HU
"05","115","007",571.349388806,05 115 007,LA CIMA,CIPRESES 42,"2",HU
"03","060","001",559.421980386,03 060 001,P DE LA SIERRA,MONTEFALCON Y CARRANZA 999,"1",C
"05","128","001",1014.2201153,05 128 002,LA CIMA,PE/AS 2201,"3",HU
"10","000","010",15112.0719013,10 000 010,,V CARRANZA,"0",BU
"03","060","006",602.071732087,03 060 006,PRADOS DE LA SIERRA,MONTEFALCO 1011,"3",HU
"10","000","298",674.756944074,10 000 298,,MATANCILLAS OTE,"2",HU
"10","000","299",1119.81919295,10 000 299,P DE LA SIERRA,MATANCILLAS 207,"2",HU
"03","060","003",590.992694332,03 060 003,P DE LA SIERRA,MONTEFALCO L3 M60,"0",BU
"03","060","004",597.035847534,03 060 004,PRADOS LA SIERRA,MONTEFALCO 1007,"2",HU
"03","060","002",297.171394753,03 060 002,PRADOS DE LA SIERRA,AV MONTEFALCO 1003,"1",HU
"03","060","008",299.70710009,03 060 008,PRADOS DE LA SIERRA,AV MONTEFALCO 1001,"1",HU
"03","060","007",297.393846483,03 060 007,PRADOS DE LA SIERRA,MONTEFALCO 1009 B,"2",HU
"03","060","005",300.2694936,03 060 005,PRADOS DE LA SIERRA,MONTEFALCO 1009-A,"2",HU
"05","128","002",996.884054212,05 128 001,LA CIMA,PE/AS 2211,"2",HU
"05","107","017",732.704988817,05 107 017,,DIEGO DE MONTEMAYOR,"3",HU
"05","106","039",2362.22336601,05 106 039,,,"0",BU
"08","005","027",4113.27101945,08 005 027,,PRIV STA LUCIA 107 ROSARIO,"2",HU
"08","005","051",2266.14233031,08 005 051,,SANTA LUCIA,"2",HU
"08","007","001",2128.64467371,08 007 001,,PARAISO,"2",HU
"08","005","040",1648.92836166,08 005 040,HDA EL ROSARIO,LOURDES 6,"2",BU
"08","005","039",1646.79362116,08 005 039,,STA MARIA,"2",HU
"08","005","038",1597.51812885,08 005 038,,HDA MARIA 8 EL ROSARIO,"2",HU
"08","005","037",1694.4749135,08 005 037,,AVE LOS ANGELES,"2",HU
"08","005","041",1509.58093718,08 005 041,,LOURDES 4,"2",HU
"08","005","006",1648.75087474,08 005 006,,PRIV LOURDES 2 DEL VALLE,"2",HU
"08","005","034",1696.18607332,08 005 034,EL ROSARIO,PRIV LOURDES 5,"1",HU
"08","005","008",3862.42913179,08 005 008,HDA EL ROSARIO,PRIV STA ANITA 100,"2",HU
"08","005","010",2414.18593463,08 005 010,EL ROSARIO,EL ROSARIO 640,"2",HU
"23","037","001",373.01130569,23 037 001,VILLA MONTA/A,SIERRA MARIA 174,"2",HU
"23","037","012",376.43514085,23 037 012,VILLA MONTA/A,MONTES APENINOS 125,"2",HU
"23","037","008",342.259232727,23 037 008,VILLA MONTA/A,APENINOS 103,"2",HU
"23","036","001",839.659794218,23 036 001,VILLA MONTA/A,APENINOS 508,"2",HU
"23","036","003",485.43068169,23 036 003,VILLA MONTA/A,APENINOS 144,"2",HU
"23","036","002",297.665935617,23 036 002,,APENINOS L2 M36 V MONTANA,"0",BU
"23","043","001",519.07172016,23 043 001,VILLA MONTA/A,KILIMANJARO 199,"2",HU
"23","043","006",381.371355389,23 043 006,VILLA MONTA/A,KILIMANDJARO 169,"2",HU
"23","043","009",282.387927254,23 043 009,VILLA MONTA/A,KILIMANJARO 157,"2",HU
"23","043","010",331.894420263,23 043 010,VILLA MONTA/A,KILIMANJARO 211,"2",HU
"23","041","001",3985.99695812,23 041 001,,SIERRA DE MARIA VILLA MONTA/A,"0",EA
"23","043","003",382.89496007,23 043 003,VILLA MONTA/A,KILIMANJARO 187,"2",HU
"23","043","008",795.857627859,23 043 008,MONTA/A,KILIMANDJARO L8 M43,"0",IF
"05","115","005",923.642647495,05 115 005,LA CIMA,CIPRESES PTE 36,"2",HU
"05","115","004",969.577266895,05 115 004,LA CIMA,CIPRESES 34,"2",HU
"05","115","003",1009.33733597,05 115 003,,CIPRESES LF M18 LA CIMA,"2",HU
"05","115","006",1500.76234421,05 115 006,LA CIMA,CIPRESES LC M18,"2",HU
"05","115","032",551.83071005,05 115 032,LA CIMA,GRANADA 150,"2",HU
"05","115","035",563.839897381,05 115 035,,,"0",BU
"05","115","001",477.960938698,05 115 001,RESID LA CIMA,CIPRESES Y M DE MYT 1207,"2",HU
"05","115","031",460.215599741,05 115 031,LA CIMA,MISION DE MONTERREY 1205,"2",HU
"23","026","008",230.265504189,23 026 008,VILLA MONTA/A,PARINACOTA 74,"2",HU
"23","026","005",218.414979458,23 026 005,VILLA MONTA/A,PARINAOTA Y Z PEATONAL,"2",HU
"23","026","006",213.410584153,23 026 006,VILLA MONTA/A,PARINACOTA 76,"2",HU
"23","026","009",363.732187542,23 026 009,VILLA MONTA/A,PARINACOTA 119,"1",HU
"23","026","010",509.178185509,"23026010",,,"2",HU
"23","026","003",531.053143296,"23026003",,,"1",HU
"23","026","002",356.326600501,23 026 002,VILLA MONTA/A,PARINACOTA 122,"2",HU
"05","107","020",582.083201378,05 107 020,LA CIMA,DIEGO DE MONTEMAYOR 912,"2",HU
"05","107","019",695.524747137,05 107 019,LA CIMA,MATAMOROS 919,"3",HU
"05","107","061",391.316655687,05 107 603,,,"2",HU
"05","107","057",404.435058389,05 107 607,,,"2",HU
"05","107","025",771.560718967,05 107 025,LA CIMA,PRIV D DE MONTEMAYOR 913,"2",HU
"05","107","035",276.820250254,05 107 035,JARDINES COLONIALES,MISION DE SAN DIEGO 34,"2",HU
"05","107","024",507.746052854,05 107 024,,PRIV D DE MONTEMAYOR 911,"2",HU
"05","107","029",2003.37818551,05 107 029,JARDINES COLONIALES,JUAN IGNACIO RAMON 902,"2",HM
"05","107","026",410.431495227,05 107 026,JARD COLONIALES,VENUSTIANO CARRANZA 1012,"2",HU
"05","107","014",839.296727533,05 107 014,LA CIMA,DIEGO DE MONTEMAYOR 903,"2",HU
"05","107","041",387.613157582,05 107 027,,,"1",HU
"05","107","028",379.379466058,05 107 028,,V CARRANZA Y J I RAMON,"1",HU
"05","107","023",539.497827446,05 107 023,LA CIMA,DIEGO DE MONTEMAYOR 909,"2",HU
